,burn_in,long_term_degredation,initial_pce,module_cost,durham_two_years_lcoe,durham_five_years_lcoe,durham_ten_years_lcoe,durham_tw_five_years_lcoe,copenhagen_two_years_lcoe,copenhagen_five_years_lcoe,copenhagen_ten_years_lcoe,copenhagen_tw_five_years_lcoe,johanesberg_two_years_lcoe,johanesberg_five_years_lcoe,johanesberg_ten_years_lcoe,johanesberg_tw_five_years_lcoe,madrid_two_years_lcoe,madrid_five_years_lcoe,madrid_ten_years_lcoe,madrid_tw_five_years_lcoe,nairobi_two_years_lcoe,nairobi_five_years_lcoe,nairobi_ten_years_lcoe,nairobi_tw_five_years_lcoe,paris_two_years_lcoe,paris_five_years_lcoe,paris_ten_years_lcoe,paris_tw_five_years_lcoe
36,0.0,0.004,0.03,0.049,0.798622547,0.695192638,0.714879184,0.818831331,0.770643644,0.686379419,0.720380704,0.855140634,0.403491659,0.359486593,0.406724268,0.546354761,0.399052696,0.358720325,0.410108232,0.554891207,0.406738979,0.361929037,0.407864468,0.546290625,0.605189227,0.524180135,0.549334452,0.664278398
37,0.0,0.004,0.09,0.049,0.300417587,0.25405432,0.257931063,0.29241436,0.287664686,0.249039972,0.258189265,0.303512469,0.154419396,0.133605124,0.149116013,0.198060937,0.152347444,0.132992095,0.150000178,0.200703326,0.155598478,0.134457174,0.149474301,0.197962557,0.230017801,0.19347648,0.20007422,0.239311021
38,0.0,0.002,0.29,0.049,0.127007786,0.097431085,0.090728058,0.08979953,0.119307086,0.093266522,0.088020057,0.088631999,0.066492748,0.050689242,0.048503201,0.051508565,0.065199195,0.050012294,0.048108371,0.051495411,0.066986552,0.051057285,0.048797124,0.051673408,0.09890735,0.074933912,0.069904514,0.070094157
39,0.0,0.002,0.35,0.049,0.113921651,0.086215372,0.07973991,0.078460014,0.106651883,0.082221267,0.077068417,0.077152796,0.060064487,0.045222706,0.042990006,0.045387298,0.058839355,0.044567676,0.042589017,0.045320454,0.060500867,0.045542344,0.043241854,0.045523254,0.08910022,0.066636122,0.061749732,0.061553054
40,0.0,0.004,0.13,0.049,0.223770754,0.186186976,0.187631451,0.211427253,0.213360306,0.181757062,0.187082981,0.218646711,0.116100635,0.098854184,0.109484042,0.14447737,0.114392837,0.098264728,0.109983621,0.14621298,0.116961527,0.099461558,0.109722036,0.144373722,0.172299189,0.142599069,0.146341963,0.173931535
41,0.0,0.004,0.05,0.049,0.499699528,0.430509601,0.44071026,0.502981086,0.48085623,0.423975709,0.443065793,0.524163675,0.254048276,0.223957683,0.25215928,0.337378415,0.25102952,0.223283359,0.254043365,0.342378428,0.256054653,0.22544589,0.252830332,0.337293733,0.380086335,0.325757903,0.339778268,0.409297914
42,0.0,0.004,0.19,0.049,0.169311248,0.137965534,0.137681828,0.153883906,0.160565166,0.133950866,0.136560188,0.158347474,0.088874197,0.074162783,0.081324554,0.106404936,0.087425139,0.073590076,0.081550873,0.107496254,0.089509006,0.074596309,0.081477075,0.106297544,0.131288668,0.106449407,0.108163867,0.127477802
43,0.0,0.004,0.11,0.049,0.255126267,0.213950879,0.216390371,0.244558328,0.243757543,0.209281879,0.216171904,0.253364507,0.131776486,0.113070471,0.125697113,0.166397908,0.129919716,0.112471372,0.126354023,0.168504473,0.132767546,0.11377794,0.125984318,0.166296416,0.19591134,0.163412546,0.168323331,0.200677675
44,0.0,0.004,0.15,0.049,0.200776726,0.165826796,0.166541593,0.187131153,0.191069012,0.161572209,0.165751119,0.193187013,0.10460502,0.088428916,0.097594469,0.128402325,0.103006467,0.087846532,0.097978672,0.129865901,0.105370454,0.088962888,0.097796374,0.128297096,0.154983624,0.127335865,0.130222307,0.154317717
45,0.0,0.004,0.25,0.049,0.140992383,0.112890467,0.111708117,0.123961478,0.133111764,0.10909172,0.110288421,0.126991977,0.074716495,0.061323306,0.066681684,0.086607363,0.07340198,0.060759307,0.066765907,0.087363648,0.075233742,0.061666431,0.06678976,0.086498023,0.109963261,0.087651653,0.088311338,0.103321965
46,0.0,0.004,0.21,0.049,0.158073593,0.128015099,0.127374787,0.142009912,0.149670949,0.124086115,0.126134872,0.145904802,0.083256055,0.069067746,0.075513883,0.098548744,0.081860387,0.068498494,0.075683815,0.099507113,0.083844213,0.069465398,0.075648767,0.098440579,0.122826196,0.098989972,0.100285869,0.117892139
47,0.0,0.004,0.31,0.049,0.123635723,0.097521945,0.09578882,0.105622016,0.116285542,0.09385553,0.094186439,0.107774178,0.066039231,0.053453991,0.057707073,0.074473441,0.064807176,0.052895327,0.057704205,0.075024382,0.066484423,0.053741708,0.057787908,0.074362907,0.096892903,0.076130505,0.076143723,0.088516857
48,0.0,0.006,0.01,0.049,2.322782503,2.116516634,2.333545117,3.037592134,2.253841246,2.110816688,2.401428501,3.234590139,1.187128874,1.151285888,1.537358942,2.141319841,1.17666635,1.154637297,1.563774525,2.181195492,1.196086956,1.156755979,1.534943685,2.138869096,1.761721336,1.613333177,1.855537342,2.523719733
49,0.0,0.004,0.17,0.049,0.18319307,0.15025726,0.15041407,0.1685518,0.174022739,0.146136746,0.149438533,0.17371785,0.095814262,0.080456661,0.088502452,0.116109659,0.094299251,0.079879685,0.088798426,0.117365209,0.0965067,0.080934501,0.088676761,0.116003221,0.141742319,0.115664015,0.117895525,0.139318933
50,0.0,0.004,0.27,0.049,0.134349703,0.107008679,0.105615537,0.11694266,0.126672091,0.103260578,0.104125925,0.119637006,0.071395562,0.058311588,0.06324695,0.081963507,0.070112606,0.05774963,0.063297842,0.082641203,0.071885232,0.058633507,0.0633446,0.08185371,0.104961019,0.083242318,0.083654588,0.097655802
51,0.0,0.006,0.07,0.049,0.376377022,0.332453095,0.361612336,0.465651013,0.362166902,0.32904118,0.369529844,0.492679023,0.196014706,0.184131234,0.242314075,0.333486394,0.193765908,0.184178103,0.245854806,0.338888999,0.197405022,0.184923615,0.241830302,0.332970981,0.288696584,0.256125747,0.290414734,0.39045756
52,0.0,0.004,0.33,0.049,0.119252741,0.09364102,0.091768811,0.100990858,0.112036508,0.09000802,0.090120296,0.102921216,0.06384801,0.051466799,0.055440768,0.071409334,0.062636779,0.050909482,0.055415906,0.071908421,0.064275007,0.051740525,0.055514724,0.071298499,0.093592319,0.073221136,0.073071106,0.084778211
53,0.0,0.004,0.23,0.049,0.148790322,0.119795186,0.118860287,0.132200974,0.140671388,0.115936983,0.117522665,0.135626086,0.078614987,0.064858808,0.070713771,0.092058858,0.077263424,0.064292411,0.070837122,0.092907398,0.079164606,0.065226826,0.070834085,0.091950054,0.115835467,0.092827838,0.093777967,0.10997356
54,0.0,0.006,0.13,0.049,0.226653676,0.195217606,0.209925399,0.267809662,0.216653628,0.191981679,0.213230134,0.281763047,0.119775245,0.109734832,0.142695399,0.194422521,0.11815827,0.109527503,0.144476524,0.197173351,0.120583426,0.110167389,0.142360201,0.194055978,0.175387115,0.151725318,0.170020866,0.226360728
55,0.0,0.006,0.03,0.049,0.8089115,0.728911578,0.799819525,1.037193352,0.782538912,0.724991219,0.821062789,1.101992477,0.416262255,0.399054437,0.530101746,0.735227045,0.412188186,0.39983565,0.538725778,0.748290329,0.419334297,0.400886309,0.529188755,0.734281559,0.616035357,0.557727329,0.638219672,0.864515696
56,0.0,0.004,0.29,0.049,0.128623262,0.101938179,0.100363322,0.110891966,0.121120656,0.098233738,0.098813437,0.113296523,0.068532693,0.055715283,0.060285978,0.077960191,0.067276943,0.055155087,0.060308136,0.078570139,0.068998591,0.056018923,0.060374641,0.077850001,0.100648747,0.079441173,0.079640156,0.092771188
57,0.0,0.006,0.09,0.049,0.304287979,0.266376721,0.288577853,0.370394022,0.292104933,0.263049544,0.294274398,0.391126844,0.159306803,0.148310726,0.194349502,0.266529676,0.157362216,0.148235204,0.197043015,0.270655501,0.160416832,0.148929859,0.193937265,0.266085942,0.234140153,0.205858851,0.232447288,0.311447932
58,0.0,0.004,0.35,0.049,0.115370678,0.090203635,0.08820824,0.096888983,0.108273083,0.086600232,0.086518862,0.098622887,0.061907218,0.049706718,0.053433474,0.068695419,0.06071443,0.049150595,0.053389133,0.069148577,0.062318099,0.049968052,0.053501337,0.068584316,0.090668949,0.070644272,0.070349652,0.081466847
59,0.0,0.006,0.15,0.049,0.203363408,0.173869896,0.186329691,0.237034393,0.194018257,0.170661342,0.188916881,0.248953946,0.107915791,0.098162079,0.127199192,0.172790409,0.106397099,0.097915208,0.1287066,0.17512874,0.108633417,0.098538664,0.126887105,0.172447023,0.157761222,0.13548528,0.151292966,0.200834604
60,0.0,0.006,0.19,0.049,0.171492548,0.144657278,0.154040874,0.19492093,0.163043569,0.141486179,0.155646158,0.204057342,0.091687084,0.082325706,0.105993892,0.143188625,0.090302884,0.082024724,0.10712674,0.144962484,0.092280795,0.082625697,0.105713431,0.142876928,0.133641608,0.113262101,0.125665353,0.165904177
61,0.0,0.006,0.05,0.049,0.506137343,0.451390615,0.493074464,0.637113675,0.488278485,0.447826169,0.5049897,0.675473021,0.262088957,0.248608179,0.328650353,0.454008555,0.259292579,0.248875351,0.333716075,0.461709364,0.263983791,0.249712407,0.328037815,0.45336412,0.386898198,0.3466062,0.39475619,0.532674963
62,0.0,0.006,0.11,0.049,0.258413154,0.224328142,0.242101389,0.309775973,0.247520062,0.221054887,0.246384593,0.326502765,0.13594724,0.125515872,0.163826613,0.223920887,0.134196242,0.125362465,0.165980987,0.227234215,0.136878904,0.126024756,0.163459899,0.223522766,0.19942244,0.173870845,0.195558936,0.261169113
63,0.0,0.006,0.25,0.049,0.142808841,0.118365995,0.124981025,0.157018932,0.13516641,0.115228599,0.125702588,0.163650513,0.077081288,0.068073018,0.086909191,0.116547123,0.07581813,0.067723335,0.087704934,0.117812955,0.077563474,0.068304074,0.086657193,0.116263945,0.11193401,0.093261303,0.102600579,0.134466905
64,0.0,0.006,0.17,0.049,0.185553215,0.157545191,0.168285932,0.213500387,0.176708867,0.154357568,0.17032441,0.223864656,0.098846804,0.089312337,0.115349164,0.156248225,0.097403269,0.089035227,0.116647259,0.158271116,0.099495183,0.089646119,0.115054751,0.155922548,0.144282608,0.123066438,0.136971645,0.181314648
65,0.0,0.006,0.21,0.049,0.160110114,0.134224218,0.142509174,0.179880436,0.151981195,0.131066494,0.143763776,0.188022868,0.085891127,0.07666987,0.098420587,0.132616584,0.08455496,0.076349562,0.099419663,0.134188845,0.086440582,0.076942506,0.098151421,0.132316205,0.125027473,0.105325266,0.116512653,0.153429051
66,0.0,0.006,0.31,0.049,0.125228568,0.102252054,0.107170233,0.13378879,0.118080467,0.099135308,0.107350155,0.138885147,0.068129386,0.059337546,0.075212183,0.100218561,0.066940414,0.058958013,0.075801313,0.10117302,0.068543219,0.059526352,0.07497763,0.099952862,0.098629406,0.081002809,0.08846418,0.115199008
67,0.0,0.006,0.27,0.049,0.13608058,0.112198922,0.118164538,0.148128369,0.128627338,0.10906943,0.118678807,0.154172396,0.073655247,0.064729807,0.08243255,0.110297907,0.072420481,0.0643687,0.083149219,0.111444572,0.074111273,0.064944693,0.082187228,0.110021419,0.106842118,0.088569773,0.097190343,0.127092757
68,0.0,0.008,0.01,0.049,2.353098347,2.224407087,2.64819807,3.680337408,2.289175812,2.236637166,2.791587234,3.94495868,1.225929813,1.293677983,1.919850438,2.674580381,1.216716625,1.304110028,1.955317568,2.727578234,1.234309302,1.296285385,1.915562239,2.669825831,1.793870877,1.72364538,2.211854732,3.094466859
69,0.0,0.006,0.23,0.049,0.150707243,0.125605613,0.132983,0.167455697,0.142842721,0.122458938,0.133947907,0.174777014,0.081103168,0.071997665,0.092164388,0.123883174,0.07980668,0.071661392,0.093052957,0.125288897,0.081616064,0.072247703,0.091904553,0.123592143,0.117911456,0.09876876,0.108951738,0.143123529
70,0.0,0.006,0.33,0.049,0.120789119,0.098182891,0.102672576,0.127922616,0.113765847,0.095071359,0.102715719,0.13263129,0.065868813,0.057131628,0.072258408,0.096095207,0.064698574,0.056744557,0.072795362,0.096971037,0.066265384,0.057309765,0.072028259,0.095833922,0.095269669,0.077907242,0.084894398,0.1103334
71,0.0,0.008,0.07,0.049,0.381289315,0.349400051,0.410371792,0.564181353,0.367844768,0.348654498,0.429567149,0.60087934,0.202421385,0.206904754,0.30260128,0.416535704,0.200361132,0.208020745,0.307412746,0.423779648,0.203713329,0.207229341,0.301796737,0.4156283,0.29396499,0.273638431,0.346182849,0.47876076
72,0.0,0.008,0.13,0.049,0.229611852,0.205168918,0.238231535,0.324477373,0.220050213,0.203425225,0.247873513,0.343642789,0.123690062,0.123306936,0.178197698,0.242840257,0.122180031,0.123706306,0.180651035,0.246564667,0.124436809,0.123455922,0.177661127,0.242228785,0.178587743,0.162099589,0.202669841,0.277552916
73,0.0,0.006,0.29,0.049,0.130280363,0.106882488,0.112288267,0.140464104,0.122990214,0.103759809,0.112623833,0.146001618,0.070701767,0.061847734,0.078573384,0.104910664,0.069491477,0.061476778,0.079221886,0.105954599,0.071135241,0.06204868,0.078333818,0.104639943,0.102452562,0.084525358,0.092526355,0.120735747
74,0.0,0.008,0.03,0.049,0.819469025,0.766068196,0.907666411,1.256660317,0.794807155,0.768206124,0.954460396,1.344007927,0.429867658,0.448409856,0.661989885,0.918323267,0.426217864,0.451596083,0.673613722,0.935734748,0.432734611,0.449241736,0.660411197,0.916560942,0.627277347,0.595862124,0.760776498,1.06002863
75,0.0,0.008,0.19,0.049,0.173730787,0.152031253,0.174811595,0.236165607,0.165599683,0.149919815,0.180933901,0.248871649,0.094683848,0.092507825,0.132364937,0.178847401,0.09337653,0.092643175,0.133949487,0.181275138,0.095229735,0.092592116,0.131927092,0.178344955,0.136080425,0.121006436,0.149796773,0.203423926
76,0.0,0.006,0.35,0.049,0.116857041,0.094578783,0.098688945,0.122726874,0.109944332,0.091471868,0.09861094,0.127092171,0.063866595,0.05517782,0.069642213,0.092443104,0.062712948,0.054784072,0.070132955,0.09324929,0.064247878,0.055346507,0.069415966,0.092185728,0.092293907,0.075165461,0.081732598,0.106023872
77,0.0,0.008,0.09,0.049,0.3082594,0.279955403,0.32748941,0.448768272,0.296684404,0.278729266,0.342084993,0.477024653,0.164513696,0.166653933,0.242703227,0.332904515,0.162718365,0.167424885,0.246379298,0.338453869,0.165543138,0.166893971,0.242027708,0.332139597,0.238412961,0.219934519,0.277083959,0.381882858
78,0.0,0.008,0.15,0.049,0.206017609,0.182732998,0.211454205,0.287190151,0.197059975,0.180834036,0.219610101,0.303628277,0.111442985,0.110302855,0.158846069,0.215821022,0.110018544,0.11059075,0.160932584,0.218997949,0.112104924,0.110424525,0.158351182,0.215255584,0.160640196,0.144749131,0.180345636,0.246253978
