,burn_in,long_term_degredation,initial_pce,module_cost,durham_two_years_lcoe,durham_five_years_lcoe,durham_ten_years_lcoe,durham_tw_five_years_lcoe,copenhagen_two_years_lcoe,copenhagen_five_years_lcoe,copenhagen_ten_years_lcoe,copenhagen_tw_five_years_lcoe,johanesberg_two_years_lcoe,johanesberg_five_years_lcoe,johanesberg_ten_years_lcoe,johanesberg_tw_five_years_lcoe,madrid_two_years_lcoe,madrid_five_years_lcoe,madrid_ten_years_lcoe,madrid_tw_five_years_lcoe,nairobi_two_years_lcoe,nairobi_five_years_lcoe,nairobi_ten_years_lcoe,nairobi_tw_five_years_lcoe,paris_two_years_lcoe,paris_five_years_lcoe,paris_ten_years_lcoe,paris_tw_five_years_lcoe
415,0.2,0.006,0.09,0.049,0.372555766,0.329586875,0.358151151,0.433079766,0.358341936,0.32574734,0.365377525,0.44686221,0.196635526,0.184114994,0.227670074,0.265436548,0.194349511,0.184078089,0.22915935,0.267020104,0.197985408,0.184876007,0.228111076,0.266389885,0.287675017,0.255093543,0.288701004,0.347950621
416,0.2,0.006,0.15,0.049,0.248988508,0.215128542,0.231251958,0.27715026,0.238013364,0.211338433,0.23456333,0.28442975,0.133202587,0.121859768,0.149007068,0.172081737,0.131405267,0.12159085,0.149684681,0.172776441,0.134074656,0.122322245,0.149245964,0.172644005,0.193832462,0.167888919,0.187906822,0.224373058
417,0.2,0.006,0.01,0.049,2.843904702,2.618757746,2.896140028,3.551676355,2.764916799,2.613929345,2.981666124,3.695517503,1.465296565,1.42922228,1.800933994,2.132537564,1.453236581,1.433825579,1.81865647,2.151898059,1.476202725,1.435953999,1.805417102,2.141312273,2.164529277,1.999189611,2.304589137,2.819507716
418,0.2,0.006,0.21,0.049,0.196031228,0.166075099,0.176866742,0.210323527,0.186444081,0.162306162,0.178500247,0.214816026,0.106017111,0.095179041,0.115294467,0.132072679,0.10442923,0.094810687,0.115624222,0.132386444,0.106684403,0.095513575,0.115446746,0.132467346,0.15361432,0.130515619,0.144709453,0.171411424
419,0.2,0.006,0.07,0.049,0.46081817,0.411342913,0.448793535,0.544458116,0.444290986,0.407468067,0.458816332,0.56288552,0.241944814,0.228583069,0.283858013,0.332118653,0.239309729,0.228711887,0.285927048,0.334337102,0.243635992,0.229557321,0.284443376,0.333351325,0.354705478,0.317382633,0.36069694,0.436220428
420,0.2,0.006,0.11,0.049,0.316388806,0.277560332,0.300469667,0.362202675,0.303647109,0.273743266,0.305916497,0.373029234,0.167802357,0.155817146,0.191914138,0.223002512,0.165738476,0.155674781,0.193034476,0.224182045,0.168935051,0.156442461,0.192263273,0.22377809,0.245019289,0.215455054,0.242885438,0.291778964
421,0.2,0.006,0.27,0.049,0.166610607,0.138823287,0.146652853,0.173197718,0.15779456,0.135066103,0.147354201,0.17614188,0.090914123,0.080356481,0.096565335,0.109845538,0.089442595,0.079932883,0.096701834,0.109947668,0.09146765,0.080619935,0.096669493,0.110147094,0.131270983,0.10975276,0.120711022,0.141988433
422,0.2,0.006,0.17,0.049,0.227182554,0.194930048,0.208858025,0.249633342,0.216778939,0.191148658,0.211478511,0.25576525,0.122008558,0.110873574,0.135125393,0.155607398,0.120297478,0.110563713,0.13565977,0.156145246,0.122796307,0.111283369,0.135328623,0.156100655,0.177272037,0.152499898,0.170119651,0.202565302
423,0.2,0.006,0.33,0.049,0.147888467,0.121481307,0.12742593,0.149572329,0.139563114,0.117731595,0.127534082,0.151531178,0.081303174,0.070923996,0.08464687,0.095701088,0.079905688,0.070465243,0.084660387,0.095668539,0.081784305,0.071142218,0.084720406,0.095943391,0.117052557,0.096540102,0.10543938,0.123264825
424,0.2,0.006,0.13,0.049,0.277504009,0.24154198,0.26053636,0.313133956,0.265781477,0.237740467,0.264751195,0.32191413,0.147840945,0.136226343,0.167160049,0.193625128,0.14593085,0.136010967,0.168024969,0.194524953,0.148823278,0.136757713,0.167445584,0.194277643,0.215488419,0.188013043,0.211166993,0.252890925
425,0.2,0.006,0.23,0.049,0.184518799,0.155411334,0.165043901,0.195796016,0.175233388,0.151646996,0.166312649,0.199682645,0.100107239,0.0893789,0.107965665,0.123375087,0.098564887,0.088988929,0.108219798,0.123606039,0.100730014,0.08968562,0.108099113,0.12373332,0.144871265,0.122391011,0.135318749,0.159898062
426,0.2,0.006,0.19,0.049,0.20996734,0.178983884,0.191178622,0.227909485,0.200014932,0.175209376,0.193253672,0.233135404,0.113171175,0.102200274,0.12416619,0.14260136,0.111528179,0.101858088,0.124587487,0.143015373,0.113892355,0.102568478,0.124341263,0.143040133,0.16419803,0.140350685,0.156077165,0.185348674
427,0.2,0.006,0.29,0.049,0.159509096,0.132245285,0.13935987,0.164236348,0.150879175,0.128490935,0.139836214,0.166806771,0.087268585,0.076778635,0.092044529,0.10448039,0.085825142,0.076341703,0.092134379,0.104531435,0.087794651,0.077024932,0.092137071,0.104759471,0.125877779,0.104741053,0.114918319,0.13488636
428,0.2,0.008,0.03,0.049,1.002947946,0.947312738,1.12403292,1.374163212,0.974661025,0.950733576,1.169552288,1.425988835,0.53034307,0.556168914,0.712035442,0.821594915,0.526152164,0.560294504,0.717989606,0.827710176,0.533828478,0.557186783,0.713950695,0.82523305,0.770394557,0.73790192,0.913906731,1.092897325
429,0.2,0.006,0.35,0.049,0.143074218,0.117021958,0.122481884,0.143497256,0.134875041,0.113274166,0.122437499,0.145202737,0.078831796,0.068498512,0.081582137,0.092063963,0.07745335,0.068030717,0.08156403,0.091996782,0.079294312,0.068705102,0.081647799,0.092291029,0.113396404,0.093142576,0.101512405,0.118450207
430,0.2,0.008,0.09,0.049,0.377278607,0.346190222,0.405555249,0.490729947,0.363819983,0.344955949,0.419175366,0.506121888,0.202966418,0.206703166,0.261051269,0.297839189,0.200870557,0.207723774,0.262610112,0.299381542,0.204216716,0.206995717,0.26164888,0.29904457,0.292808355,0.27236184,0.332855833,0.39372404
431,0.2,0.006,0.25,0.049,0.17484837,0.146453783,0.155112728,0.183592926,0.165816416,0.142693308,0.156075081,0.186970623,0.095142953,0.08450679,0.101809481,0.116069124,0.093638846,0.084098661,0.102000092,0.116230512,0.095728334,0.084790146,0.101927113,0.116396751,0.137527109,0.115566351,0.12743057,0.150226854
432,0.2,0.006,0.31,0.049,0.153323918,0.126516066,0.133007928,0.156431298,0.144856106,0.122764185,0.133288299,0.158676206,0.084093444,0.073662453,0.088107061,0.09980753,0.082674462,0.073213906,0.088156282,0.099814082,0.084595594,0.073893807,0.088189487,0.100067035,0.12118048,0.100376027,0.109873072,0.128700698
433,0.2,0.008,0.01,0.049,2.87995651,2.750680916,3.279466743,4.024464053,2.807184646,2.768067041,3.420683821,4.185590666,1.512473361,1.604566601,2.064988583,2.392862864,1.501997308,1.61800713,2.084128699,2.412696831,1.522664099,1.607760425,2.070856759,2.403799258,2.203153624,2.13452271,2.657060165,3.190418123
434,0.2,0.008,0.15,0.049,0.252144903,0.225965909,0.261859958,0.314043608,0.241651923,0.223800598,0.269100213,0.322148794,0.137491187,0.136810149,0.170854621,0.193088274,0.135814333,0.137209759,0.171534396,0.193716041,0.138294464,0.136957636,0.171188703,0.193807104,0.197291252,0.179253988,0.216645876,0.253889666
435,0.2,0.008,0.05,0.049,0.627546288,0.586639165,0.692946237,0.844103148,0.60815635,0.587266941,0.719326058,0.874068568,0.333917045,0.346489421,0.441444876,0.507341402,0.330983167,0.348752023,0.444761848,0.51071292,0.336061387,0.347072099,0.442569544,0.509519885,0.48384279,0.458577817,0.565276118,0.673393259
436,0.2,0.008,0.11,0.049,0.320399626,0.291542778,0.340239171,0.410417927,0.308289024,0.289885308,0.350959352,0.422497709,0.173204934,0.174933593,0.220052764,0.250225101,0.171299531,0.175671929,0.221212031,0.251351735,0.174252041,0.175160205,0.22053059,0.251209323,0.249391469,0.230040064,0.280033092,0.330162918
437,0.2,0.008,0.21,0.049,0.19851629,0.174441339,0.200276435,0.238321116,0.189294289,0.171877001,0.204782454,0.243303394,0.109430446,0.106856094,0.132199048,0.148195189,0.107933164,0.10698956,0.132502077,0.148430988,0.110042142,0.10694141,0.132420189,0.148705498,0.156355449,0.139350741,0.166841767,0.19396085
438,0.2,0.008,0.07,0.049,0.466659902,0.432064822,0.508194859,0.616934624,0.451082953,0.431495568,0.526372014,0.637531381,0.249734487,0.256626813,0.325477535,0.37266138,0.247339335,0.25809099,0.327664282,0.374857007,0.251304087,0.25702298,0.326263381,0.374214298,0.361034922,0.338867526,0.415863052,0.49360587
439,0.2,0.008,0.27,0.049,0.168722708,0.145816683,0.166063502,0.196253239,0.160206798,0.143030656,0.169050495,0.199500559,0.0938412,0.090215026,0.110723833,0.123254715,0.092443679,0.090200633,0.110817557,0.12327275,0.094346463,0.090265803,0.110882229,0.123649178,0.133613412,0.117182361,0.139172941,0.160667221
440,0.2,0.008,0.17,0.049,0.230062517,0.204749891,0.236502013,0.282863728,0.220092883,0.202420276,0.242616407,0.289683012,0.125936755,0.124476113,0.154937602,0.174602863,0.124333842,0.124766135,0.155462247,0.175069232,0.126661145,0.124598001,0.155225179,0.175235832,0.180435319,0.162823223,0.19613828,0.229213067
441,0.2,0.008,0.13,0.049,0.281021891,0.253709957,0.295020378,0.354817338,0.269844533,0.251759503,0.303732911,0.364604085,0.152600843,0.15293929,0.191669208,0.217261532,0.150827295,0.153482207,0.192551845,0.218100358,0.153507279,0.153120253,0.192064105,0.218092644,0.219333642,0.200740394,0.24346353,0.2861591
442,0.2,0.008,0.23,0.049,0.18685792,0.163240373,0.186888748,0.22185975,0.177912217,0.160589288,0.190800366,0.226163133,0.103330299,0.100344362,0.123795689,0.138435857,0.101872054,0.10041997,0.124016817,0.138586443,0.103900347,0.100416163,0.123992278,0.138900835,0.147456381,0.130676146,0.156014819,0.180932888
443,0.2,0.008,0.33,0.049,0.149763229,0.127601079,0.144291745,0.169482915,0.141696643,0.12467397,0.14631208,0.171626162,0.083920817,0.079625316,0.097057872,0.107383609,0.082586779,0.07951683,0.097018401,0.107263065,0.08435835,0.079654113,0.097176339,0.107704352,0.11914127,0.103075286,0.121565607,0.139480495
444,0.2,0.01,0.03,0.049,1.015825432,0.997566382,1.251930286,1.508415074,0.98979218,1.010309306,1.301692649,1.563165589,0.54798607,0.625686905,0.785600872,0.891066339,0.544419165,0.630947151,0.791675427,0.897030319,0.551175955,0.626338667,0.788009784,0.895395011,0.784391414,0.791480376,1.016110232,1.196176716
445,0.2,0.008,0.19,0.049,0.212629069,0.188000419,0.216482604,0.25824806,0.203072601,0.18554109,0.22170816,0.264052158,0.116814843,0.114738728,0.14237155,0.160009139,0.115270305,0.114942232,0.142773724,0.160348087,0.117476955,0.114840405,0.142622413,0.160574322,0.167128016,0.149851581,0.179948092,0.209731566
446,0.2,0.008,0.29,0.049,0.161531172,0.138907305,0.157805235,0.186098961,0.153185696,0.136067765,0.160425565,0.188927495,0.090078291,0.086198232,0.105540182,0.117234627,0.088704849,0.086148149,0.105583384,0.117200098,0.090557863,0.086240672,0.105683432,0.117601128,0.128123971,0.111831392,0.132494284,0.15263086
447,0.2,0.008,0.25,0.049,0.1770649,0.153831574,0.175643107,0.208032224,0.168351285,0.151107621,0.179055428,0.211765333,0.098206182,0.094874516,0.11673688,0.130238032,0.096780728,0.094901524,0.116889211,0.130317041,0.098741247,0.094934964,0.116912845,0.130664932,0.139981173,0.123389497,0.146920197,0.169989418
448,0.2,0.008,0.35,0.049,0.144887951,0.122917084,0.138693317,0.162599148,0.136936904,0.119953696,0.14046508,0.164458488,0.081369871,0.07690226,0.093543785,0.103302489,0.080052157,0.076769579,0.093470064,0.10314631,0.081789987,0.076925406,0.093651985,0.103604276,0.115419875,0.099447768,0.117038028,0.134032507
449,0.2,0.01,0.09,0.049,0.382122727,0.36455514,0.451701093,0.538672876,0.369468117,0.366571891,0.466535356,0.554809616,0.209718531,0.232539901,0.288022326,0.323023513,0.2078444,0.233917561,0.289561256,0.324454535,0.210853014,0.232685744,0.288790079,0.324469574,0.298128222,0.29213781,0.370079579,0.430931175
450,0.2,0.01,0.05,0.049,0.635603754,0.61775957,0.77179268,0.92656964,0.617597692,0.624066795,0.800598187,0.958151897,0.345025512,0.389798652,0.487053676,0.55024056,0.342474272,0.392729348,0.490406857,0.553484767,0.346982156,0.390146864,0.488477893,0.552839665,0.492633452,0.491874778,0.628491758,0.737029289
451,0.2,0.01,0.15,0.049,0.255382352,0.237953091,0.291655525,0.344724781,0.245403456,0.237824594,0.299504154,0.353138746,0.142065127,0.153910649,0.188506823,0.209415197,0.140529548,0.15451179,0.189138624,0.209939623,0.142788529,0.153955309,0.188946343,0.210284736,0.200875723,0.192269474,0.240873695,0.277882377
452,0.2,0.008,0.31,0.049,0.155267585,0.13288947,0.150612565,0.177254928,0.147070551,0.130003321,0.152913542,0.179718713,0.086800923,0.082699741,0.101025399,0.111991337,0.085448454,0.082618572,0.101024598,0.111911026,0.087258119,0.082734919,0.101155458,0.112333483,0.123342852,0.107170879,0.126677401,0.145631465
453,0.2,0.01,0.01,0.049,2.916934103,2.896600773,3.652618767,4.417642817,2.850764871,2.941522171,3.807165383,4.58823459,1.562789031,1.805128415,2.278337194,2.595195653,1.554143793,1.822036415,2.298018612,2.614758487,1.572145122,1.807297934,2.285669585,2.608172156,2.243181459,2.289508661,2.954203016,3.491914371
454,0.2,0.01,0.11,0.049,0.32451344,0.307008724,0.378953067,0.450514599,0.313075066,0.308050364,0.390612043,0.46314099,0.178966968,0.196799309,0.242787975,0.271383331,0.177246725,0.197824006,0.243914575,0.272402265,0.179914596,0.19689916,0.243406532,0.272567337,0.253922519,0.246743085,0.311349594,0.361363493
455,0.2,0.01,0.07,0.049,0.472651645,0.45498527,0.566019485,0.677207393,0.458085805,0.458534335,0.585843479,0.698860392,0.258042441,0.288703723,0.359104927,0.404172428,0.255926485,0.290636039,0.361291804,0.406251017,0.259470552,0.288921841,0.360107131,0.406030291,0.367594359,0.36347242,0.462369613,0.540251893
456,0.2,0.01,0.21,0.049,0.201065167,0.183695213,0.223064761,0.261604415,0.192232994,0.182647314,0.227919536,0.266708605,0.113070884,0.120212506,0.145857468,0.160726098,0.111680398,0.12048085,0.146100497,0.160861978,0.11361811,0.1202138,0.146156318,0.161348556,0.159196181,0.149468884,0.185499921,0.212290256
457,0.2,0.01,0.17,0.049,0.233016436,0.215611592,0.263412243,0.310498714,0.223509722,0.215104519,0.27002811,0.317549833,0.130126311,0.140034929,0.170945304,0.18936672,0.128650476,0.140499035,0.171417023,0.189731157,0.13077717,0.140061732,0.171326901,0.19013452,0.183713545,0.174645684,0.218072705,0.250873826
458,0.2,0.01,0.27,0.049,0.170889046,0.153552058,0.184958931,0.215426626,0.162693933,0.151993372,0.188150447,0.218692041,0.096963029,0.101491398,0.122163497,0.133676737,0.095653148,0.101574854,0.122190539,0.133596756,0.097412379,0.1014686,0.122384195,0.134161928,0.136040958,0.125690877,0.15473685,0.175850361
459,0.2,0.01,0.13,0.049,0.284630109,0.267168923,0.328589083,0.389481989,0.274033743,0.267535485,0.338049783,0.399678136,0.157677437,0.172055842,0.211471913,0.235632469,0.156063732,0.172836179,0.212313052,0.236366109,0.158495705,0.172123852,0.211987179,0.236635051,0.22331859,0.21531599,0.270690406,0.313201291
460,0.2,0.01,0.23,0.049,0.189257108,0.171900051,0.208153764,0.243534821,0.18067422,0.17065228,0.2123577,0.247919491,0.106767803,0.112886844,0.136585899,0.150141547,0.105408858,0.113082841,0.136744412,0.15019296,0.107276729,0.112878711,0.136854168,0.150710292,0.150135431,0.140164434,0.17346218,0.198031144
461,0.2,0.01,0.19,0.049,0.215359149,0.197973584,0.241114938,0.283478166,0.206225208,0.197167634,0.246757571,0.289453351,0.120700939,0.129080425,0.157080965,0.173538997,0.11927227,0.129436347,0.157426302,0.173777126,0.121294527,0.129093131,0.157416833,0.174226476,0.170164469,0.160732182,0.200071945,0.229551313
462,0.2,0.01,0.33,0.049,0.151686135,0.134370141,0.160709889,0.186040917,0.143896417,0.132486403,0.162842962,0.188136193,0.086712623,0.089578033,0.107085608,0.116463621,0.085454035,0.089543833,0.106975203,0.116246271,0.087099688,0.089539904,0.107256575,0.116861461,0.121305879,0.110559498,0.135160463,0.152661478
463,0.2,0.01,0.29,0.049,0.163605173,0.146276147,0.175761003,0.204280303,0.155563832,0.144594167,0.178551041,0.207101873,0.093074938,0.096972527,0.116444286,0.12714761,0.091784513,0.097011355,0.116419193,0.127015523,0.093500663,0.096943914,0.116646121,0.127599668,0.130451782,0.119951378,0.14731131,0.16705456
464,0.2,0.012,0.03,0.049,1.029037904,1.053450488,1.362602916,1.621495128,1.005400552,1.077850556,1.41507765,1.677615749,0.566843329,0.686278697,0.846197915,0.946541172,0.564000176,0.691761049,0.852265879,0.952277237,0.569688759,0.687191858,0.849095242,0.951500637,0.798906285,0.85344858,1.103135573,1.281613387
465,0.2,0.01,0.25,0.049,0.179338349,0.161992128,0.195628545,0.228356384,0.17096486,0.160576464,0.199285775,0.232136657,0.101473222,0.106733298,0.128797795,0.141250542,0.100140771,0.106868523,0.128885314,0.141231002,0.101949977,0.106717246,0.129040376,0.141774167,0.142524411,0.132348707,0.163350494,0.186053511
466,0.2,0.01,0.35,0.049,0.146748259,0.129437668,0.154474447,0.178484625,0.139062785,0.127470343,0.156335347,0.180279006,0.084076814,0.086514611,0.103208457,0.112037415,0.082831415,0.086450156,0.103062707,0.111784741,0.084447863,0.086472539,0.103366635,0.112412793,0.117516872,0.106668589,0.130126558,0.146698651
467,0.2,0.012,0.09,0.049,0.387092858,0.384977679,0.491632189,0.579055101,0.375294387,0.391077974,0.507173299,0.595431064,0.216935351,0.255059166,0.310238826,0.343133884,0.215319897,0.256463726,0.311722671,0.344437263,0.217935109,0.255292795,0.311176697,0.3448009,0.303644973,0.315010463,0.401775256,0.461710344
468,0.2,0.01,0.31,0.049,0.157261164,0.139939074,0.167749919,0.194572234,0.149353752,0.138149707,0.170190282,0.197007228,0.089688542,0.093036744,0.111463049,0.121460964,0.088415062,0.093036702,0.111392548,0.121283495,0.090093689,0.093003066,0.111648453,0.121884164,0.125583798,0.114952469,0.140843917,0.159393717
469,0.2,0.012,0.15,0.049,0.258704017,0.251283328,0.317438338,0.370567467,0.249273307,0.253723656,0.325592708,0.378994475,0.146953862,0.168815424,0.20304723,0.222452692,0.145583945,0.169404422,0.203614247,0.222869528,0.147584486,0.168913146,0.20359321,0.223461219,0.204592853,0.20732303,0.26150346,0.297730067
470,0.2,0.012,0.05,0.049,0.643870821,0.652366732,0.840020381,0.996030988,0.627336801,0.665786941,0.870334947,1.028304822,0.356898507,0.427546924,0.524622388,0.584496711,0.354791974,0.430582601,0.527939882,0.587573166,0.358636533,0.428052366,0.526344041,0.587480706,0.50174945,0.530385646,0.682319293,0.789671451
471,0.2,0.012,0.01,0.049,2.954873604,3.05886962,3.975516078,4.748816442,2.895719558,3.138168962,4.138791635,4.924170965,1.616567621,1.979937838,2.454075922,2.75676392,1.610041363,1.997653557,2.473896228,2.775798025,1.624950066,1.982889594,2.462851614,2.771600731,2.284690694,2.468763567,3.20721742,3.741323621
472,0.2,0.012,0.21,0.049,0.203680349,0.193985899,0.242784041,0.281215888,0.195264382,0.194857661,0.247772654,0.286236186,0.116961872,0.131853937,0.157108132,0.170732371,0.115697183,0.132093407,0.15728222,0.170769256,0.117434296,0.131893413,0.157486159,0.171458688,0.162142047,0.161171408,0.201387167,0.227453043
473,0.2,0.012,0.11,0.049,0.328734269,0.324207487,0.412453121,0.484287939,0.318012054,0.328644163,0.424636625,0.497050744,0.185125567,0.21585744,0.261515339,0.288278757,0.183621721,0.21689129,0.262582445,0.289179162,0.185957537,0.216029293,0.262275078,0.289646459,0.258621261,0.266061601,0.338015308,0.387173804
474,0.2,0.012,0.17,0.049,0.236047196,0.227690248,0.286698304,0.333775604,0.227034323,0.229484698,0.293549129,0.340799852,0.134604209,0.153595972,0.184131109,0.201156064,0.133277621,0.154041047,0.184536332,0.201416449,0.135169691,0.15366971,0.184607932,0.202048386,0.187113096,0.188319402,0.236749666,0.268792437
475,0.2,0.012,0.07,0.049,0.478799253,0.480473744,0.616056508,0.727975017,0.465309516,0.489188296,0.636873854,0.750028793,0.266922179,0.316661917,0.386804357,0.429334862,0.265131341,0.318649019,0.388943078,0.431271483,0.268185605,0.316992622,0.388022151,0.431472228,0.374396555,0.391930148,0.501969523,0.578839271
476,0.2,0.012,0.27,0.049,0.173111737,0.162154112,0.201309595,0.231576329,0.165259509,0.162154441,0.204539446,0.234703997,0.100299714,0.111319869,0.131586535,0.141999007,0.099093485,0.111365156,0.131542326,0.141824804,0.100684249,0.111326985,0.131871253,0.142568541,0.138558345,0.135531725,0.167989376,0.188410436
477,0.2,0.012,0.23,0.049,0.191718706,0.181529967,0.226554888,0.261791686,0.183523334,0.182060735,0.230855291,0.266071391,0.110441889,0.123818855,0.147121404,0.159488862,0.109200076,0.123982341,0.147210072,0.159443147,0.110879922,0.123845669,0.147462919,0.160153829,0.152913631,0.151138475,0.188318447,0.212175477
478,0.2,0.012,0.13,0.049,0.28833219,0.282135843,0.357636881,0.41867995,0.278355075,0.285420781,0.367495886,0.428941336,0.163103423,0.188717805,0.227783723,0.250302164,0.161676844,0.18949501,0.228562317,0.250923587,0.163819232,0.18884689,0.22842014,0.25146265,0.227451017,0.232173951,0.29387384,0.335571627
479,0.2,0.012,0.33,0.049,0.153659061,0.141897616,0.174916899,0.199987686,0.146165569,0.141343391,0.177027531,0.201910944,0.089696572,0.098252809,0.115345619,0.12371426,0.088527542,0.098174523,0.115162492,0.123405726,0.090025178,0.098239333,0.11557096,0.124184022,0.123550599,0.119215649,0.146736358,0.163565292
480,0.2,0.012,0.19,0.049,0.218160247,0.209064151,0.262429882,0.304729429,0.209477244,0.210348695,0.268251591,0.310646232,0.124854491,0.14158063,0.169197349,0.184342959,0.123562112,0.141912081,0.16947484,0.184479831,0.125368547,0.141635433,0.169619574,0.185143541,0.173313299,0.173316555,0.217207221,0.245946968
481,0.2,0.012,0.29,0.049,0.165733126,0.154470601,0.191298555,0.219594409,0.158016972,0.154260583,0.194103876,0.222265233,0.096277827,0.106363389,0.125426175,0.135063398,0.095085708,0.106361803,0.125329273,0.134838242,0.096641147,0.106362694,0.125688371,0.135595088,0.132865743,0.129342857,0.159927871,0.178986397
482,0.2,0.014,0.03,0.049,1.042598605,1.115967476,1.45917705,1.717913361,1.021509078,1.155069309,1.513279322,1.77440257,0.58704467,0.738781723,0.896971674,0.991856678,0.585042271,0.744283599,0.902856891,0.997244907,0.589488396,0.739955908,0.90031761,0.997368244,0.813968467,0.922400262,1.178057399,1.353394537
483,0.2,0.012,0.25,0.049,0.181670937,0.171066998,0.21292242,0.245475381,0.173660864,0.17131133,0.216644725,0.249132987,0.104965111,0.117069397,0.138732567,0.150044331,0.103742513,0.117169055,0.138749482,0.149929233,0.105374255,0.117085574,0.139043412,0.150657764,0.145161772,0.142710824,0.17734074,0.199342344
484,0.2,0.012,0.35,0.049,0.14865696,0.136688822,0.168130234,0.191864928,0.141255713,0.135991997,0.169953065,0.193478478,0.08697006,0.094892724,0.111169404,0.119012493,0.085810595,0.094782662,0.110950556,0.118669416,0.087284284,0.094873953,0.111379477,0.1194566,0.119691478,0.115020105,0.141271322,0.157176572
485,0.2,0.014,0.09,0.049,0.392193983,0.407824167,0.526476495,0.613487194,0.381307353,0.419095359,0.542369436,0.629783316,0.224666561,0.274572198,0.328853846,0.359561364,0.223353195,0.275935954,0.330226715,0.360702002,0.225509483,0.274894718,0.329948687,0.361422216,0.309369745,0.340460738,0.429062686,0.487570014
486,0.2,0.012,0.31,0.049,0.159306603,0.147778523,0.182579279,0.209158563,0.151708963,0.147385298,0.185014846,0.211431489,0.092774898,0.102046463,0.120060711,0.129022721,0.091595068,0.102004053,0.119917916,0.128753186,0.093119741,0.102038965,0.120303291,0.129521449,0.127907679,0.123952564,0.152906575,0.17077838
487,0.2,0.014,0.05,0.049,0.652355775,0.691081416,0.899556612,1.05525753,0.637387991,0.713484868,0.930733291,1.087630895,0.369617768,0.460255949,0.556100899,0.612479397,0.36802879,0.463274954,0.559278709,0.615319074,0.371101011,0.460919135,0.558096178,0.615800535,0.511209185,0.573236479,0.728660476,0.833899707
488,0.2,0.014,0.01,0.049,2.993813041,3.240398146,4.257279768,5.031193173,2.942114773,3.362991868,4.426009978,5.208261558,1.674179367,2.131410888,2.601325942,2.888743549,1.67010986,2.149327115,2.620748186,2.906874527,1.681425501,2.135140067,2.611425162,2.905207258,2.327765118,2.668219519,3.42504249,3.950869273
489,0.2,0.014,0.15,0.049,0.262113229,0.266195729,0.339936699,0.392602353,0.253267164,0.271900781,0.348187757,0.400859834,0.15219105,0.181730469,0.215230515,0.233102579,0.151015488,0.182266598,0.21570091,0.233393694,0.152713812,0.181882656,0.215875137,0.234233289,0.208450146,0.224073039,0.27926403,0.31440546
490,0.2,0.014,0.21,0.049,0.206364456,0.205497987,0.259991298,0.297937702,0.198392908,0.208817543,0.26496725,0.302750034,0.121130196,0.141941283,0.16653497,0.178906156,0.120013691,0.142122713,0.166618587,0.178833184,0.121515746,0.142020469,0.166986641,0.179723948,0.165198993,0.174192743,0.21506481,0.24019233
491,0.2,0.014,0.11,0.049,0.333066341,0.343447571,0.441685631,0.513084934,0.323107243,0.3521887,0.454104991,0.525727132,0.19172313,0.232371385,0.277206842,0.302080056,0.190472403,0.233358948,0.278169496,0.302834548,0.192420525,0.232616481,0.278097038,0.303609025,0.263497178,0.287557207,0.360972345,0.4088588
492,0.2,0.014,0.07,0.049,0.485108888,0.508987444,0.659719356,0.771262267,0.472764705,0.524234444,0.681070777,0.793300265,0.276434836,0.340887802,0.41001348,0.4498892,0.275023037,0.342842719,0.412030971,0.451636638,0.277506444,0.341331989,0.411429906,0.452271582,0.381455242,0.423594906,0.536061863,0.611259148
493,0.2,0.014,0.27,0.049,0.17539301,0.171777143,0.215577361,0.245346447,0.167907297,0.173771417,0.218733801,0.248244794,0.103874227,0.119836278,0.13948202,0.148797187,0.102790531,0.11982065,0.139350757,0.148521941,0.104183549,0.119874908,0.139826495,0.149441135,0.141170655,0.146481582,0.179398736,0.198963008
494,0.2,0.014,0.17,0.049,0.239157835,0.241202519,0.307017973,0.353622752,0.230671867,0.245925309,0.31392046,0.360461645,0.139401276,0.165346669,0.195179385,0.210786378,0.138250032,0.165736746,0.195490519,0.210927575,0.139867539,0.165468797,0.195744557,0.211788239,0.190640833,0.203534073,0.252829029,0.283847078
495,0.2,0.014,0.23,0.049,0.194245182,0.192302858,0.242611908,0.277358487,0.186463745,0.195103826,0.246875879,0.28142187,0.114377852,0.133291486,0.155949016,0.167124365,0.113274186,0.133395806,0.15594855,0.166972243,0.114733574,0.133354802,0.156358741,0.167874131,0.155796589,0.163349231,0.2011085,0.224059092
496,0.2,0.014,0.13,0.049,0.292131842,0.298879186,0.382984304,0.443575727,0.28281488,0.305868733,0.392998875,0.453688283,0.168916154,0.203155461,0.241451254,0.26228534,0.167708791,0.203882581,0.242129912,0.262772499,0.169512799,0.203346955,0.242199773,0.263584544,0.231739265,0.250931712,0.313832914,0.354366466
497,0.2,0.014,0.33,0.049,0.155683986,0.150318525,0.18731409,0.211879464,0.148507434,0.151469433,0.189312651,0.213559808,0.092893207,0.105769536,0.122266613,0.12963706,0.091830387,0.105628508,0.121998607,0.129233092,0.093154019,0.105782358,0.122542873,0.130170381,0.125879961,0.128847301,0.156702273,0.172726326
498,0.2,0.016,0.03,0.049,1.056521486,1.186354959,1.54407532,1.800992963,1.038142191,1.235082615,1.599143074,1.857309725,0.608739106,0.78464513,0.940067501,1.029513994,0.60771532,0.790207788,0.945832588,1.034641988,0.610713867,0.786098721,0.943845801,1.035529906,0.829609513,0.985320737,1.243135608,1.41445795
