,location,burn_in,long_term_degredation,initial_pce,module_cost,two_years_lcoe,five_years_lcoe,ten_years_lcoe,tw_five_years_lcoe
907,Durham,0.5,0.0,0.17,0.049,0.28876347,0.248842824,0.233607385,0.220158964
908,Durham,0.5,0.0,0.27,0.049,0.211772675,0.177218337,0.164030995,0.152748146
909,Durham,0.5,0.0,0.13,0.049,0.352725239,0.308346451,0.291409525,0.276162017
910,Durham,0.5,0.0,0.23,0.049,0.234535126,0.198394222,0.184601354,0.172678248
911,Durham,0.5,0.0,0.33,0.049,0.187975644,0.155079999,0.14252571,0.131912223
912,Durham,0.5,0.0,0.19,0.049,0.26688184,0.228486351,0.213833,0.201000057
913,Durham,0.5,0.002,0.03,0.049,1.459162383,1.281408153,1.263468034,1.304350415
914,Durham,0.5,0.002,0.09,0.049,0.548892645,0.468283552,0.455863955,0.465798971
915,Durham,0.5,0.0,0.29,0.049,0.202746203,0.168821023,0.155873804,0.144844851
916,Durham,0.5,0.0,0.25,0.049,0.222243395,0.186959237,0.173493352,0.161915984
917,Durham,0.5,0.0,0.35,0.049,0.181856428,0.149387305,0.136995803,0.126554437
918,Durham,0.5,0.002,0.05,0.049,0.913000461,0.793533307,0.778905496,0.801219449
919,Durham,0.5,0.002,0.15,0.049,0.366838937,0.305658888,0.294343413,0.29808898
920,Durham,0.5,0.002,0.11,0.049,0.466140923,0.394363211,0.382445486,0.389567112
921,Durham,0.5,0.0,0.31,0.049,0.194884448,0.161507246,0.148769167,0.137961349
922,Durham,0.5,0.002,0.21,0.049,0.288816089,0.235962787,0.225120518,0.226213483
923,Durham,0.5,0.002,0.01,0.049,4.189972392,3.720782813,3.686281178,3.820005741
924,Durham,0.5,0.002,0.27,0.049,0.245470195,0.197242873,0.186663506,0.186282817
925,Durham,0.5,0.002,0.07,0.049,0.678931123,0.584444148,0.571235902,0.585591963
926,Durham,0.5,0.002,0.13,0.049,0.4088513,0.343187624,0.331617349,0.336791248
927,Durham,0.5,0.002,0.17,0.049,0.334711858,0.276960468,0.265839841,0.268493158
928,Durham,0.5,0.002,0.23,0.049,0.271854635,0.220811498,0.210072102,0.210588418
929,Durham,0.5,0.002,0.33,0.049,0.217886553,0.172603045,0.162190986,0.160872529
