Location,Burn-in,Long-Term Degredation,Initial PCE,Module Cost,Panel Replacement,LCOE
Paris,0,0.002,0.21,0.245,10,0.12486238
Paris,0,0.002,0.27,0.245,10,0.110264196
Paris,0,0.004,0.11,0.245,10,0.210289497
Paris,0,0.004,0.01,0.245,10,1.639081757
Paris,0,0.004,0.17,0.245,10,0.159861692
Paris,0,0.004,0.07,0.245,10,0.291934674
Paris,0,0.002,0.33,0.245,10,0.100974497
Paris,0,0.004,0.03,0.245,10,0.591300618
Paris,0,0.004,0.13,0.245,10,0.188308129
Paris,0,0.004,0.23,0.245,10,0.135744133
Paris,0,0.004,0.19,0.245,10,0.150130034
Paris,0,0.004,0.09,0.245,10,0.242040387
Paris,0,0.004,0.29,0.245,10,0.121606323
Paris,0,0.004,0.15,0.245,10,0.172188474
Paris,0,0.004,0.35,0.245,10,0.112315819
Paris,0,0.004,0.25,0.245,10,0.130277504
Paris,0,0.004,0.21,0.245,10,0.142252035
Paris,0,0.004,0.31,0.245,10,0.118109889
Paris,0,0.006,0.05,0.245,10,0.443512704
Paris,0,0.006,0.01,0.245,10,1.904293856
Paris,0,0.006,0.11,0.245,10,0.24431545
Paris,0,0.004,0.27,0.245,10,0.125620754
Paris,0,0.006,0.07,0.245,10,0.339171248
Paris,0,0.004,0.33,0.245,10,0.115037273
Paris,0,0.006,0.17,0.245,10,0.185728159
Paris,0,0.006,0.03,0.245,10,0.686976186
Paris,0,0.006,0.13,0.245,10,0.21877738
Paris,0,0.006,0.23,0.245,10,0.157708252
Paris,0,0.006,0.09,0.245,10,0.281203802
Paris,0,0.006,0.19,0.245,10,0.174421867
Paris,0,0.006,0.15,0.245,10,0.20004948
Paris,0,0.006,0.25,0.245,10,0.151357093
Paris,0,0.006,0.29,0.245,10,0.141282869
Paris,0,0.006,0.21,0.245,10,0.165269167
Paris,0,0.006,0.27,0.245,10,0.145946857
Paris,0,0.006,0.35,0.245,10,0.130489112
Paris,0,0.006,0.31,0.245,10,0.137220694
Paris,0,0.008,0.05,0.245,10,0.528680103
Paris,0,0.008,0.11,0.245,10,0.291231156
Paris,0,0.008,0.01,0.245,10,2.269973922
Paris,0,0.006,0.33,0.245,10,0.133650912
Paris,0,0.008,0.17,0.245,10,0.221393393
Paris,0,0.008,0.07,0.245,10,0.404302039
Paris,0,0.008,0.23,0.245,10,0.187992844
Paris,0,0.008,0.29,0.245,10,0.168413308
Paris,0,0.008,0.03,0.245,10,0.818895688
Paris,0,0.008,0.19,0.245,10,0.207915962
Paris,0,0.008,0.09,0.245,10,0.335203149
Paris,0,0.008,0.25,0.245,10,0.180422078
Paris,0,0.008,0.31,0.245,10,0.163571077
Paris,0,0.008,0.35,0.245,10,0.155546835
Paris,0,0.008,0.13,0.245,10,0.26078903
Paris,0,0.008,0.21,0.245,10,0.197005676
Paris,0,0.008,0.27,0.245,10,0.173972918
Paris,0,0.008,0.33,0.245,10,0.159315792
Paris,0,0.01,0.07,0.245,10,0.476550763
Paris,0,0.01,0.03,0.245,10,0.965232246
Paris,0,0.008,0.15,0.245,10,0.238464826
Paris,0,0.01,0.13,0.245,10,0.307391998
Paris,0,0.01,0.09,0.245,10,0.39510391
Paris,0,0.01,0.05,0.245,10,0.623155172
Paris,0,0.01,0.19,0.245,10,0.245070519
Paris,0,0.01,0.15,0.245,10,0.28107846
Paris,0,0.01,0.25,0.245,10,0.212663481
Paris,0,0.01,0.11,0.245,10,0.343274127
Paris,0,0.01,0.31,0.245,10,0.192801208
Paris,0,0.01,0.21,0.245,10,0.232210566
Paris,0,0.01,0.17,0.245,10,0.260956365
Paris,0,0.012,0.01,0.245,10,3.06775293
Paris,0,0.01,0.27,0.245,10,0.205061857
Paris,0,0.012,0.07,0.245,10,0.546393398
Paris,0,0.01,0.33,0.245,10,0.187785505
Paris,0,0.01,0.23,0.245,10,0.221587142
Paris,0,0.012,0.03,0.245,10,1.106695377
Paris,0,0.012,0.13,0.245,10,0.352442953
Paris,0,0.01,0.29,0.245,10,0.198508745
Paris,0,0.012,0.09,0.245,10,0.453009804
Paris,0,0.012,0.19,0.245,10,0.280987723
Paris,0,0.01,0.35,0.245,10,0.183343035
Paris,0,0.012,0.05,0.245,10,0.71448395
Paris,0,0.012,0.15,0.245,10,0.322272939
Paris,0,0.012,0.11,0.245,10,0.393583918
Paris,0,0.012,0.25,0.245,10,0.243831153
Paris,0,0.012,0.21,0.245,10,0.266243032
Paris,0,0.012,0.31,0.245,10,0.221057892
Paris,0,0.012,0.17,0.245,10,0.299201777
Paris,0,0.014,0.01,0.245,10,3.446499449
Paris,0,0.012,0.27,0.245,10,0.235115445
Paris,0,0.012,0.23,0.245,10,0.254062654
Paris,0,0.014,0.07,0.245,10,0.613851437
Paris,0,0.012,0.33,0.245,10,0.215307094
Paris,0,0.014,0.13,0.245,10,0.39595576
Paris,0,0.014,0.03,0.245,10,1.243328617
Paris,0,0.012,0.29,0.245,10,0.227601918
Paris,0,0.014,0.19,0.245,10,0.315678627
Paris,0,0.012,0.35,0.245,10,0.210213542
Paris,0,0.014,0.09,0.245,10,0.508938652
Paris,0,0.014,0.25,0.245,10,0.273934686
Paris,0,0.014,0.05,0.245,10,0.802694544
Paris,0,0.014,0.15,0.245,10,0.362060939
Paris,0,0.014,0.21,0.245,10,0.299113548
Paris,0,0.014,0.11,0.245,10,0.442176013
Paris,0,0.014,0.31,0.245,10,0.248349825
Paris,0,0.014,0.27,0.245,10,0.264142932
Paris,0,0.014,0.17,0.245,10,0.336141398
Paris,0,0.014,0.23,0.245,10,0.285429374
Paris,0.1,0.006,0.21,0.245,10,0.183108628
Paris,0,0.014,0.33,0.245,10,0.24188903
Paris,0,0.014,0.29,0.245,10,0.255701781
Paris,0.1,0.006,0.27,0.245,10,0.161700632
Paris,0.1,0.006,0.33,0.245,10,0.14807744
Paris,0.1,0.006,0.23,0.245,10,0.174731574
Paris,0.1,0.008,0.03,0.245,10,0.897580641
Paris,0.1,0.006,0.19,0.245,10,0.193249288
Paris,0.1,0.006,0.29,0.245,10,0.156533205
Paris,0.1,0.006,0.35,0.245,10,0.14457435
Paris,0.1,0.008,0.09,0.245,10,0.3674117
Paris,0.1,0.006,0.25,0.245,10,0.16769486
Paris,0.1,0.008,0.15,0.245,10,0.261378115
Paris,0.1,0.008,0.05,0.245,10,0.579479209
Paris,0.1,0.006,0.31,0.245,10,0.152032551
Paris,0.1,0.008,0.01,0.245,10,2.488088139
Paris,0.1,0.008,0.11,0.245,10,0.319214585
Paris,0.1,0.008,0.21,0.245,10,0.215935294
Paris,0.1,0.008,0.17,0.245,10,0.242666345
Paris,0.1,0.008,0.07,0.245,10,0.443150072
Paris,0.1,0.008,0.13,0.245,10,0.285847378
Paris,0.1,0.008,0.27,0.245,10,0.190689395
Paris,0.1,0.008,0.19,0.245,10,0.227893913
Paris,0.1,0.008,0.23,0.245,10,0.206056449
Paris,0.1,0.008,0.33,0.245,10,0.174623915
Paris,0.1,0.008,0.29,0.245,10,0.184595581
Paris,0.1,0.01,0.03,0.245,10,1.026753197
Paris,0.1,0.01,0.09,0.245,10,0.420286624
Paris,0.1,0.008,0.25,0.245,10,0.197758233
Paris,0.1,0.008,0.35,0.245,10,0.170492811
Paris,0.1,0.01,0.15,0.245,10,0.298993542
Paris,0.1,0.008,0.31,0.245,10,0.179288076
Paris,0.1,0.01,0.05,0.245,10,0.662873176
Paris,0.1,0.01,0.21,0.245,10,0.247010957
Paris,0.1,0.01,0.11,0.245,10,0.36515337
Paris,0.1,0.01,0.01,0.245,10,2.846153686
Paris,0.1,0.01,0.17,0.245,10,0.277588925
Paris,0.1,0.01,0.07,0.245,10,0.506924651
Paris,0.1,0.01,0.23,0.245,10,0.235710429
Paris,0.1,0.01,0.27,0.245,10,0.218131873
Paris,0.1,0.01,0.13,0.245,10,0.326984223
Paris,0.1,0.01,0.33,0.245,10,0.199754378
Paris,0.1,0.01,0.19,0.245,10,0.260690564
Paris,0.1,0.012,0.03,0.245,10,1.143686269
Paris,0.1,0.01,0.25,0.245,10,0.226218001
Paris,0.1,0.01,0.29,0.245,10,0.211161086
Paris,0.1,0.01,0.35,0.245,10,0.195028759
Paris,0.1,0.012,0.09,0.245,10,0.468151492
Paris,0.1,0.01,0.31,0.245,10,0.205089767
Paris,0.1,0.012,0.05,0.245,10,0.738365317
Paris,0.1,0.012,0.15,0.245,10,0.333044795
Paris,0.1,0.012,0.21,0.245,10,0.275142109
Paris,0.1,0.012,0.01,0.245,10,3.17029146
Paris,0.1,0.012,0.11,0.245,10,0.406739318
Paris,0.1,0.012,0.27,0.245,10,0.242974094
Paris,0.1,0.012,0.07,0.245,10,0.564656399
Paris,0.1,0.012,0.17,0.245,10,0.309202487
Paris,0.1,0.012,0.33,0.245,10,0.222503656
Paris,0.1,0.012,0.13,0.245,10,0.364223231
Paris,0.1,0.012,0.23,0.245,10,0.262554606
Paris,0.1,0.012,0.29,0.245,10,0.23520943
Paris,0.1,0.014,0.03,0.245,10,1.249890296
Paris,0.1,0.012,0.19,0.245,10,0.290379636
Paris,0.1,0.014,0.09,0.245,10,0.51162458
Paris,0.1,0.012,0.35,0.245,10,0.217239853
Paris,0.1,0.012,0.25,0.245,10,0.251981121
Paris,0.1,0.012,0.31,0.245,10,0.228446672
Paris,0.1,0.014,0.05,0.245,10,0.806930773
Paris,0.1,0.014,0.15,0.245,10,0.363971719
Paris,0.1,0.014,0.11,0.245,10,0.444509601
Paris,0.1,0.014,0.01,0.245,10,3.464688383
Paris,0.1,0.014,0.21,0.245,10,0.300692123
Paris,0.1,0.014,0.27,0.245,10,0.265536949
Paris,0.1,0.014,0.07,0.245,10,0.617091044
Paris,0.1,0.014,0.17,0.245,10,0.337915387
Paris,0.1,0.014,0.13,0.245,10,0.39804542
Paris,0.1,0.014,0.33,0.245,10,0.243165602
Paris,0.1,0.016,0.03,0.245,10,1.346751279
Paris,0.1,0.014,0.23,0.245,10,0.28693573
Paris,0.1,0.014,0.29,0.245,10,0.257051249
Paris,0.1,0.014,0.19,0.245,10,0.317344624
Paris,0.1,0.014,0.35,0.245,10,0.237412997
Paris,0.1,0.016,0.09,0.245,10,0.551273228
Paris,0.1,0.016,0.05,0.245,10,0.869464347
Paris,0.1,0.014,0.25,0.245,10,0.275380379
Paris,0.1,0.016,0.15,0.245,10,0.392177921
Paris,0.1,0.014,0.31,0.245,10,0.249660494
Paris,0.1,0.016,0.11,0.245,10,0.478957133
Paris,0.1,0.016,0.01,0.245,10,3.733186445
Paris,0.1,0.016,0.21,0.245,10,0.323994436
Paris,0.1,0.016,0.17,0.245,10,0.364102339
Paris,0.1,0.016,0.07,0.245,10,0.664912877
Paris,0.1,0.016,0.27,0.245,10,0.28611489
Paris,0.1,0.016,0.13,0.245,10,0.428892184
Paris,0.1,0.016,0.23,0.245,10,0.309171983
Paris,0.1,0.016,0.33,0.245,10,0.262009863
Paris,0.1,0.016,0.19,0.245,10,0.341937432
Paris,0,0.014,0.35,0.245,10,0.236166625
Paris,0.1,0.016,0.29,0.245,10,0.276971587
Paris,0,0.016,0.05,0.245,10,0.887846812
Paris,0.1,0.016,0.35,0.245,10,0.255811457
Paris,0.1,0.016,0.25,0.245,10,0.296721143
Paris,0,0.016,0.01,0.245,10,3.812114546
Paris,0,0.016,0.11,0.245,10,0.489083383
Paris,0.1,0.016,0.31,0.245,10,0.269008081
Paris,0,0.016,0.07,0.245,10,0.678970656
Paris,0.1,0.018,0.01,0.245,10,3.978634457
Paris,0,0.016,0.17,0.245,10,0.371800295
Paris,0,0.016,0.03,0.245,10,1.375224682
Paris,0,0.016,0.23,0.245,10,0.315708586
Paris,0,0.016,0.13,0.245,10,0.437959946
Paris,0,0.016,0.09,0.245,10,0.562928405
Paris,0,0.016,0.19,0.245,10,0.349166771
Paris,0,0.016,0.29,0.245,10,0.2828274
Paris,0,0.016,0.25,0.245,10,0.302994507
Paris,0,0.016,0.15,0.245,10,0.40046946
Paris,0,0.016,0.21,0.245,10,0.330844419
Paris,0,0.016,0.35,0.245,10,0.261219896
Paris,0,0.016,0.31,0.245,10,0.274695527
Paris,0,0.018,0.05,0.245,10,0.97012619
Paris,0,0.016,0.27,0.245,10,0.292164014
Paris,0,0.018,0.01,0.245,10,4.165394426
Paris,0,0.018,0.17,0.245,10,0.406256123
Paris,0,0.018,0.07,0.245,10,0.741892866
Paris,0,0.016,0.33,0.245,10,0.267549351
Paris,0,0.018,0.23,0.245,10,0.34496623
Paris,0,0.018,0.11,0.245,10,0.53440818
Paris,0,0.018,0.03,0.245,10,1.502670802
Paris,0,0.018,0.29,0.245,10,0.309037848
Paris,0,0.018,0.09,0.245,10,0.615096638
Paris,0,0.018,0.19,0.245,10,0.381525084
Paris,0,0.018,0.13,0.245,10,0.478546984
Paris,0,0.018,0.25,0.245,10,0.3310739
Paris,0,0.018,0.35,0.245,10,0.285427913
Paris,0,0.018,0.31,0.245,10,0.30015237
Paris,0,0.018,0.21,0.245,10,0.361504746
Paris,0.1,0,0.05,0.245,10,0.329879674
Paris,0,0.018,0.15,0.245,10,0.437582144
Paris,0,0.018,0.27,0.245,10,0.319239713
Paris,0.1,0,0.11,0.245,10,0.181719036
Paris,0.1,0,0.01,0.245,10,1.416391978
Paris,0,0.018,0.33,0.245,10,0.292343937
Paris,0.1,0,0.07,0.245,10,0.252271693
Paris,0.1,0,0.03,0.245,10,0.510965026
Paris,0.1,0,0.13,0.245,10,0.162724112
Paris,0.1,0,0.17,0.245,10,0.138142479
Paris,0.1,0,0.23,0.245,10,0.117301593
Paris,0.1,0,0.09,0.245,10,0.20915617
Paris,0.1,0,0.29,0.245,10,0.105084581
Paris,0.1,0,0.15,0.245,10,0.148794514
Paris,0.1,0,0.35,0.245,10,0.097056308
Paris,0.1,0,0.19,0.245,10,0.129732989
Paris,0.1,0,0.25,0.245,10,0.112577674
Paris,0.1,0.002,0.05,0.245,10,0.371513825
Paris,0.1,0,0.31,0.245,10,0.102063182
Paris,0.1,0.002,0.11,0.245,10,0.204653816
Paris,0.1,0,0.21,0.245,10,0.122925315
Paris,0.1,0.002,0.01,0.245,10,1.59515497
Paris,0.1,0.002,0.17,0.245,10,0.155577457
Paris,0.1,0.002,0.07,0.245,10,0.284110932
Paris,0.1,0,0.33,0.245,10,0.099408019
Paris,0.1,0,0.27,0.245,10,0.108553602
Paris,0.1,0.002,0.03,0.245,10,0.57545398
Paris,0.1,0.002,0.13,0.245,10,0.18326154
Paris,0.1,0.002,0.19,0.245,10,0.146106604
Paris,0.1,0.002,0.09,0.245,10,0.235553794
Paris,0.1,0.002,0.23,0.245,10,0.13210624
Paris,0.1,0.002,0.15,0.245,10,0.167573886
Paris,0.1,0.002,0.21,0.245,10,0.138439733
Paris,0.1,0.002,0.29,0.245,10,0.118347318
Paris,0.1,0.002,0.25,0.245,10,0.126786115
Paris,0.1,0.002,0.35,0.245,10,0.109305796
Paris,0.1,0.004,0.05,0.245,10,0.423123829
Paris,0.1,0.002,0.31,0.245,10,0.114944588
Paris,0.1,0.004,0.11,0.245,10,0.23308394
Paris,0.1,0.002,0.27,0.245,10,0.122254164
Paris,0.1,0.004,0.01,0.245,10,1.816750907
Paris,0.1,0.004,0.07,0.245,10,0.32357909
Paris,0.1,0.004,0.17,0.245,10,0.177189986
Paris,0.1,0.004,0.23,0.245,10,0.150458191
Paris,0.1,0.002,0.33,0.245,10,0.111954316
Paris,0.1,0.004,0.13,0.245,10,0.20871989
Paris,0.1,0.004,0.03,0.245,10,0.655394967
Paris,0.1,0.004,0.09,0.245,10,0.268276485
Paris,0.1,0.004,0.19,0.245,10,0.166403459
Paris,0.1,0.004,0.25,0.245,10,0.144399004
Paris,0.1,0.004,0.29,0.245,10,0.134787905
Paris,0.1,0.004,0.15,0.245,10,0.190852936
Paris,0.1,0.004,0.35,0.245,10,0.124490352
Paris,0.1,0.004,0.21,0.245,10,0.157671521
Paris,0.1,0.004,0.27,0.245,10,0.139237484
Paris,0.1,0.004,0.31,0.245,10,0.130912474
Paris,0.1,0.006,0.05,0.245,10,0.491386291
Paris,0.1,0.006,0.11,0.245,10,0.270687315
Paris,0.1,0.006,0.01,0.245,10,2.10984688
Paris,0.1,0.004,0.33,0.245,10,0.1275068
Paris,0.1,0.006,0.17,0.245,10,0.205776003
Paris,0.1,0.006,0.07,0.245,10,0.375782024
Paris,0.1,0.006,0.13,0.245,10,0.242392618
Paris,0.1,0.006,0.03,0.245,10,0.761129674
Paris,0.2,0.008,0.27,0.245,10,0.208990448
Paris,0.1,0.006,0.09,0.245,10,0.311557463
Paris,0.2,0.008,0.33,0.245,10,0.191383114
Paris,0.2,0.008,0.23,0.245,10,0.225832326
Paris,0.1,0.006,0.15,0.245,10,0.221643193
Paris,0.2,0.01,0.03,0.245,10,1.093735531
Paris,0.2,0.008,0.29,0.245,10,0.202311791
Paris,0.2,0.008,0.35,0.245,10,0.186855535
Paris,0.2,0.008,0.25,0.245,10,0.216737704
Paris,0.2,0.01,0.09,0.245,10,0.447704878
Paris,0.2,0.01,0.05,0.245,10,0.706117057
Paris,0.2,0.008,0.31,0.245,10,0.196494908
Paris,0.2,0.01,0.01,0.245,10,3.031828315
Paris,0.2,0.01,0.15,0.245,10,0.318498994
Paris,0.2,0.01,0.11,0.245,10,0.388974893
Paris,0.2,0.01,0.21,0.245,10,0.26312522
Paris,0.2,0.01,0.07,0.245,10,0.539994912
Paris,0.2,0.01,0.27,0.245,10,0.232362149
Paris,0.2,0.01,0.17,0.245,10,0.295698004
Paris,0.2,0.01,0.13,0.245,10,0.348315705
Paris,0.2,0.01,0.29,0.245,10,0.224936609
Paris,0.2,0.01,0.33,0.245,10,0.212785762
Paris,0.2,0.012,0.03,0.245,10,1.187409135
Paris,0.2,0.01,0.19,0.245,10,0.277697244
Paris,0.2,0.01,0.23,0.245,10,0.251087479
Paris,0.2,0.012,0.09,0.245,10,0.486048818
Paris,0.2,0.01,0.31,0.245,10,0.218469216
Paris,0.2,0.01,0.35,0.245,10,0.207751857
Paris,0.2,0.012,0.05,0.245,10,0.766592855
Paris,0.2,0.01,0.25,0.245,10,0.240975793
Paris,0.2,0.012,0.15,0.245,10,0.345777022
Paris,0.2,0.012,0.11,0.245,10,0.42228887
Paris,0.2,0.012,0.21,0.245,10,0.28566073
Paris,0.2,0.012,0.01,0.245,10,3.291490982
Paris,0.2,0.012,0.07,0.245,10,0.586243085
Paris,0.2,0.012,0.17,0.245,10,0.321023228
Paris,0.2,0.012,0.13,0.245,10,0.378147402
Paris,0.2,0.012,0.23,0.245,10,0.272592009
Paris,0.2,0.012,0.27,0.245,10,0.252262938
Paris,0.2,0.012,0.33,0.245,10,0.23100992
Paris,0.2,0.012,0.19,0.245,10,0.301480783
Paris,0.2,0.012,0.25,0.245,10,0.261614302
Paris,0.2,0.012,0.29,0.245,10,0.244201433
Paris,0.2,0.014,0.03,0.245,10,1.268054581
Paris,0.2,0.012,0.35,0.245,10,0.225544884
Paris,0.2,0.014,0.09,0.245,10,0.519059869
Paris,0.2,0.014,0.15,0.245,10,0.369261212
Paris,0.2,0.012,0.31,0.245,10,0.237180137
Paris,0.2,0.014,0.05,0.245,10,0.818657658
Paris,0.2,0.014,0.21,0.245,10,0.305061993
Paris,0.2,0.014,0.01,0.245,10,3.515039673
Paris,0.2,0.014,0.11,0.245,10,0.450969527
Paris,0.2,0.014,0.27,0.245,10,0.269395918
Paris,0.2,0.014,0.17,0.245,10,0.342826211
Paris,0.2,0.014,0.07,0.245,10,0.626059045
Paris,0.2,0.014,0.23,0.245,10,0.291105682
Paris,0.2,0.014,0.13,0.245,10,0.403830096
Paris,0.2,0.014,0.29,0.245,10,0.260786899
Paris,0.2,0.014,0.19,0.245,10,0.321956499
Paris,0.2,0.014,0.33,0.245,10,0.246699456
Paris,0.2,0.016,0.03,0.245,10,1.338104411
Paris,0.2,0.014,0.25,0.245,10,0.2793824
Paris,0.2,0.014,0.31,0.245,10,0.253288736
Paris,0.2,0.014,0.35,0.245,10,0.24086325
Paris,0.2,0.016,0.09,0.245,10,0.547733757
Paris,0.2,0.016,0.05,0.245,10,0.863881918
Paris,0.2,0.016,0.15,0.245,10,0.389659928
Paris,0.2,0.016,0.21,0.245,10,0.321914217
Paris,0.2,0.016,0.11,0.245,10,0.475881971
Paris,0.2,0.016,0.01,0.245,10,3.70921738
Paris,0.2,0.016,0.27,0.245,10,0.284277879
Paris,0.2,0.016,0.07,0.245,10,0.660643779
Paris,0.2,0.016,0.17,0.245,10,0.361764606
Paris,0.2,0.016,0.33,0.245,10,0.260327619
Paris,0.2,0.016,0.23,0.245,10,0.307186933
Paris,0.2,0.016,0.13,0.245,10,0.426138465
Paris,0.2,0.016,0.29,0.245,10,0.27519328
Paris,0.2,0.016,0.19,0.245,10,0.339742009
Paris,0.2,0.016,0.35,0.245,10,0.254169009
Paris,0.2,0.016,0.25,0.245,10,0.294816034
Paris,0.2,0.018,0.03,0.245,10,1.399585418
Paris,0.2,0.018,0.09,0.245,10,0.572900121
Paris,0.2,0.016,0.31,0.245,10,0.267280904
Paris,0.2,0.018,0.01,0.245,10,3.879642361
Paris,0.2,0.018,0.15,0.245,10,0.407563378
Paris,0.2,0.018,0.05,0.245,10,0.903574135
Paris,0.2,0.018,0.21,0.245,10,0.336704999
Paris,0.2,0.018,0.11,0.245,10,0.497747008
Paris,0.2,0.018,0.27,0.245,10,0.297339408
Paris,0.2,0.018,0.07,0.245,10,0.690997946
Paris,0.2,0.018,0.17,0.245,10,0.378386367
Paris,0.2,0.018,0.33,0.245,10,0.272288722
Paris,0.2,0.018,0.23,0.245,10,0.321301049
Paris,0.2,0.018,0.13,0.245,10,0.44571797
Paris,0.3,0,0.03,0.245,10,0.646521638
Paris,0.2,0.018,0.29,0.245,10,0.287837406
Paris,0.2,0.018,0.19,0.245,10,0.355351913
Paris,0.2,0.018,0.25,0.245,10,0.308361753
Paris,0.2,0.018,0.35,0.245,10,0.265847146
Paris,0.2,0.018,0.31,0.245,10,0.279561485
Paris,0.3,0,0.05,0.245,10,0.417395196
Paris,0.1,0.018,0.11,0.245,10,0.510447411
Paris,0.3,0,0.01,0.245,10,1.792154092
Paris,0.1,0.018,0.05,0.245,10,0.926629532
Paris,0.1,0.018,0.17,0.245,10,0.38804119
Paris,0.1,0.018,0.03,0.245,10,1.43529693
Paris,0.1,0.018,0.23,0.245,10,0.329499296
Paris,0.1,0.018,0.13,0.245,10,0.457090811
Paris,0.1,0.018,0.29,0.245,10,0.295181801
Paris,0.1,0.018,0.07,0.245,10,0.708629296
Paris,0.1,0.018,0.19,0.245,10,0.364418994
Paris,0.1,0.018,0.35,0.245,10,0.272630443
Paris,0.1,0.018,0.25,0.245,10,0.316229843
Paris,0.1,0.018,0.15,0.245,10,0.417962675
Paris,0.1,0.018,0.31,0.245,10,0.286694714
Paris,0.2,0,0.05,0.245,10,0.368512837
Paris,0.1,0.018,0.09,0.245,10,0.587518114
Paris,0.2,0,0.01,0.245,10,1.582269741
Paris,0.1,0.018,0.21,0.245,10,0.345296289
Paris,0.1,0.018,0.27,0.245,10,0.304926255
Paris,0.1,0.018,0.33,0.245,10,0.27923638
Paris,0.2,0,0.07,0.245,10,0.281815961
Paris,0.2,0,0.03,0.245,10,0.570805618
Paris,0.2,0,0.11,0.245,10,0.203000678
Paris,0.2,0,0.17,0.245,10,0.154320745
Paris,0.2,0,0.23,0.245,10,0.131039122
Paris,0.2,0,0.09,0.245,10,0.233651054
Paris,0.2,0,0.29,0.245,10,0.11739134
Paris,0.2,0,0.13,0.245,10,0.181781203
Paris,0.2,0,0.19,0.245,10,0.144926394
Paris,0.2,0,0.25,0.245,10,0.125761971
Paris,0.2,0,0.35,0.245,10,0.108422854
Paris,0.2,0,0.31,0.245,10,0.114016096
Paris,0.2,0,0.15,0.245,10,0.16622027
Paris,0.2,0.002,0.05,0.245,10,0.416840447
Paris,0.2,0.002,0.11,0.245,10,0.229622648
Paris,0.2,0,0.21,0.245,10,0.137321454
Paris,0.2,0,0.27,0.245,10,0.121266628
Paris,0.2,0.002,0.01,0.245,10,1.78977219
Paris,0.2,0,0.33,0.245,10,0.11104998
Paris,0.2,0.002,0.13,0.245,10,0.205620404
Paris,0.2,0.002,0.07,0.245,10,0.318773946
Paris,0.2,0.002,0.17,0.245,10,0.174558718
Paris,0.2,0.002,0.03,0.245,10,0.645662364
Paris,0.2,0.002,0.23,0.245,10,0.14822389
Paris,0.2,0.002,0.15,0.245,10,0.188018774
Paris,0.2,0.002,0.09,0.245,10,0.264292584
Paris,0.2,0.002,0.19,0.245,10,0.163932371
Paris,0.2,0.002,0.29,0.245,10,0.132786308
Paris,0.2,0.002,0.35,0.245,10,0.122641673
Paris,0.2,0.002,0.21,0.245,10,0.155330102
Paris,0.2,0.004,0.05,0.245,10,0.474564504
Paris,0.2,0.002,0.31,0.245,10,0.128968426
Paris,0.2,0.004,0.01,0.245,10,2.037619804
Paris,0.2,0.002,0.25,0.245,10,0.142254682
Paris,0.2,0.004,0.11,0.245,10,0.261420787
Paris,0.2,0.004,0.17,0.245,10,0.198731606
Paris,0.2,0.002,0.33,0.245,10,0.125613326
Paris,0.2,0.004,0.07,0.245,10,0.362917756
Paris,0.2,0.004,0.03,0.245,10,0.735073674
Paris,0.2,0.002,0.27,0.245,10,0.13716981
Paris,0.2,0.004,0.13,0.245,10,0.234094713
Paris,0.2,0.004,0.23,0.245,10,0.168749931
Paris,0.2,0.004,0.19,0.245,10,0.186633722
Paris,0.2,0.004,0.09,0.245,10,0.300891815
Paris,0.2,0.004,0.15,0.245,10,0.214055609
Paris,0.2,0.004,0.25,0.245,10,0.161954107
Paris,0.2,0.004,0.29,0.245,10,0.151174553
Paris,0.2,0.004,0.21,0.245,10,0.176840211
Paris,0.2,0.004,0.35,0.245,10,0.139625089
Paris,0.2,0.006,0.05,0.245,10,0.550845589
Paris,0.2,0.004,0.27,0.245,10,0.156165082
Paris,0.2,0.006,0.11,0.245,10,0.303441337
Paris,0.2,0.004,0.31,0.245,10,0.146827971
Paris,0.2,0.006,0.01,0.245,10,2.365145037
Paris,0.2,0.006,0.17,0.245,10,0.230675551
Paris,0.2,0.006,0.07,0.245,10,0.42125284
Paris,0.2,0.006,0.23,0.245,10,0.195874648
Paris,0.2,0.004,0.33,0.245,10,0.143008257
Paris,0.2,0.006,0.13,0.245,10,0.271722893
Paris,0.2,0.006,0.29,0.245,10,0.175474218
Paris,0.2,0.006,0.03,0.245,10,0.853228777
Paris,0.2,0.006,0.09,0.245,10,0.349256904
Paris,0.2,0.006,0.19,0.245,10,0.216633064
Paris,0.2,0.006,0.25,0.245,10,0.187986469
Paris,0.2,0.006,0.15,0.245,10,0.248462722
Paris,0.2,0.006,0.21,0.245,10,0.205265353
Paris,0.2,0.006,0.31,0.245,10,0.170428972
Paris,0.2,0.006,0.35,0.245,10,0.162068304
Paris,0.2,0.006,0.27,0.245,10,0.181266921
Paris,0.2,0.008,0.05,0.245,10,0.635093626
Paris,0.2,0.006,0.33,0.245,10,0.16599528
Paris,0.2,0.008,0.17,0.245,10,0.265955787
Paris,0.2,0.008,0.11,0.245,10,0.349850599
Paris,0.2,0.008,0.01,0.245,10,2.726877672
Paris,0.2,0.008,0.07,0.245,10,0.485680559
Paris,0.3,0,0.07,0.245,10,0.319198184
Paris,0.3,0,0.13,0.245,10,0.205894052
Paris,0.2,0.008,0.19,0.245,10,0.249765599
Paris,0.2,0.008,0.13,0.245,10,0.313281037
Paris,0.2,0.008,0.03,0.245,10,0.983724238
Paris,0.3,0,0.19,0.245,10,0.164150539
Paris,0.2,0.008,0.09,0.245,10,0.40267334
Paris,0.3,0,0.09,0.245,10,0.264644315
Paris,0.3,0,0.15,0.245,10,0.188268997
