Location,Burn-in,Long-Term Degredation,Initial PCE,Module Cost,Panel Replacement,LCOE
Paris,0.1,0.002,0.17,1.225,5,0.497404397
Paris,0.1,0.002,0.07,1.225,5,0.628026148
Paris,0.1,0.002,0.23,1.225,5,0.473551836
Paris,0.1,0.002,0.13,1.225,5,0.525538266
Paris,0.1,0.002,0.03,1.225,5,0.924102591
Paris,0.1,0.002,0.09,1.225,5,0.578680108
Paris,0.1,0.002,0.25,1.225,5,0.468145271
Paris,0.1,0.002,0.19,1.225,5,0.487779669
Paris,0.1,0.002,0.29,1.225,5,0.459569363
Paris,0.1,0.002,0.15,1.225,5,0.509595733
Paris,0.1,0.002,0.35,1.225,5,0.450380933
Paris,0.1,0.002,0.27,1.225,5,0.463539687
Paris,0.1,0.002,0.21,1.225,5,0.479988232
Paris,0.1,0.004,0.05,1.225,5,0.75979844
Paris,0.1,0.002,0.31,1.225,5,0.456111345
Paris,0.1,0.004,0.01,1.225,5,2.077824315
Paris,0.1,0.004,0.11,1.225,5,0.580067786
Paris,0.1,0.004,0.17,1.225,5,0.527205943
Paris,0.1,0.002,0.33,1.225,5,0.453072487
Paris,0.1,0.004,0.07,1.225,5,0.665653781
Paris,0.1,0.004,0.03,1.225,5,0.979469383
Paris,0.1,0.004,0.13,1.225,5,0.557025428
Paris,0.1,0.004,0.19,1.225,5,0.517004558
Paris,0.1,0.004,0.23,1.225,5,0.501924277
Paris,0.1,0.004,0.29,1.225,5,0.487104057
Paris,0.1,0.004,0.09,1.225,5,0.613351217
Paris,0.1,0.004,0.15,1.225,5,0.540127713
Paris,0.1,0.004,0.25,1.225,5,0.496193783
Paris,0.1,0.004,0.21,1.225,5,0.508746304
Paris,0.1,0.004,0.35,1.225,5,0.47736511
Paris,0.1,0.004,0.31,1.225,5,0.483438855
Paris,0.1,0.006,0.05,1.225,5,0.808222372
Paris,0.1,0.004,0.27,1.225,5,0.491312259
Paris,0.1,0.006,0.01,1.225,5,2.210249465
Paris,0.1,0.006,0.11,1.225,5,0.617037015
Paris,0.1,0.004,0.33,1.225,5,0.480217926
Paris,0.1,0.006,0.07,1.225,5,0.708077629
Paris,0.1,0.006,0.17,1.225,5,0.56080615
Paris,0.1,0.006,0.23,1.225,5,0.533913217
Paris,0.1,0.006,0.03,1.225,5,1.041893516
Paris,0.1,0.006,0.13,1.225,5,0.592526108
Paris,0.1,0.006,0.09,1.225,5,0.652441686
Paris,0.1,0.006,0.19,1.225,5,0.549954603
Paris,0.1,0.006,0.29,1.225,5,0.518148465
Paris,0.1,0.006,0.25,1.225,5,0.527817504
Paris,0.1,0.006,0.35,1.225,5,0.507788831
Paris,0.1,0.006,0.15,1.225,5,0.574551457
Paris,0.1,0.006,0.21,1.225,5,0.541170029
Paris,0.1,0.006,0.31,1.225,5,0.514249671
Paris,0.1,0.008,0.05,1.225,5,0.863238828
Paris,0.1,0.006,0.27,1.225,5,0.522624868
Paris,0.1,0.008,0.01,1.225,5,2.360703223
Paris,0.1,0.008,0.11,1.225,5,0.659039305
Paris,0.1,0.006,0.33,1.225,5,0.510823464
Paris,0.1,0.008,0.07,1.225,5,0.756277138
Paris,0.1,0.008,0.17,1.225,5,0.598980752
Paris,0.1,0.008,0.13,1.225,5,0.632859917
Paris,0.1,0.008,0.03,1.225,5,1.112816186
Paris,0.1,0.008,0.23,1.225,5,0.570257191
Paris,0.1,0.008,0.09,1.225,5,0.696854004
Paris,0.1,0.008,0.29,1.225,5,0.553419318
Paris,0.1,0.008,0.19,1.225,5,0.58739053
Paris,0.1,0.008,0.15,1.225,5,0.613661715
Paris,0.1,0.008,0.35,1.225,5,0.542354493
Paris,0.1,0.008,0.25,1.225,5,0.563746537
Paris,0.1,0.01,0.05,1.225,5,0.926292424
Paris,0.1,0.008,0.21,1.225,5,0.578007982
Paris,0.1,0.008,0.31,1.225,5,0.549255129
Paris,0.1,0.01,0.01,1.225,5,2.533136184
Paris,0.1,0.008,0.27,1.225,5,0.558200434
Paris,0.1,0.01,0.11,1.225,5,0.707177545
Paris,0.1,0.01,0.07,1.225,5,0.811517926
Paris,0.1,0.008,0.33,1.225,5,0.545595697
Paris,0.1,0.01,0.17,1.225,5,0.642732132
Paris,0.1,0.01,0.03,1.225,5,1.194099674
Paris,0.1,0.01,0.13,1.225,5,0.679085935
Paris,0.1,0.01,0.23,1.225,5,0.611910515
Paris,0.1,0.01,0.09,1.225,5,0.747754345
Paris,0.1,0.01,0.19,1.225,5,0.630295325
Paris,0.1,0.01,0.29,1.225,5,0.593842753
Paris,0.1,0.01,0.15,1.225,5,0.658485438
Paris,0.1,0.01,0.25,1.225,5,0.604924303
Paris,0.1,0.01,0.35,1.225,5,0.581969719
Paris,0.1,0.01,0.21,1.225,5,0.620227447
Paris,0.1,0.012,0.05,1.225,5,0.999283109
Paris,0.1,0.01,0.31,1.225,5,0.589374398
Paris,0.1,0.012,0.11,1.225,5,0.762902252
Paris,0.1,0.01,0.27,1.225,5,0.598973095
Paris,0.1,0.012,0.01,1.225,5,2.732744148
Paris,0.1,0.012,0.07,1.225,5,0.875464524
Paris,0.1,0.012,0.17,1.225,5,0.69337862
Paris,0.1,0.01,0.33,1.225,5,0.585447671
Paris,0.1,0.012,0.13,1.225,5,0.732597057
Paris,0.1,0.012,0.23,1.225,5,0.660128299
Paris,0.1,0.012,0.03,1.225,5,1.288193235
Paris,0.1,0.012,0.19,1.225,5,0.679961809
Paris,0.1,0.012,0.09,1.225,5,0.806676453
Paris,0.1,0.012,0.29,1.225,5,0.640636819
Paris,0.1,0.012,0.15,1.225,5,0.710373267
Paris,0.1,0.012,0.25,1.225,5,0.652591582
Paris,0.1,0.012,0.35,1.225,5,0.627828206
Paris,0.1,0.012,0.21,1.225,5,0.669100594
Paris,0.1,0.012,0.31,1.225,5,0.635816364
Paris,0.1,0.014,0.05,1.225,5,1.084760913
Paris,0.1,0.012,0.27,1.225,5,0.646171426
Paris,0.1,0.014,0.01,1.225,5,2.966500694
Paris,0.1,0.014,0.11,1.225,5,0.828160243
Paris,0.1,0.012,0.33,1.225,5,0.631580215
Paris,0.1,0.014,0.07,1.225,5,0.950350994
Paris,0.1,0.014,0.17,1.225,5,0.752689621
Paris,0.1,0.014,0.03,1.225,5,1.398384158
Paris,0.1,0.014,0.13,1.225,5,0.795262769
Paris,0.1,0.014,0.23,1.225,5,0.716595097
Paris,0.1,0.014,0.29,1.225,5,0.695436333
Paris,0.1,0.014,0.09,1.225,5,0.875678852
Paris,0.1,0.014,0.19,1.225,5,0.738125148
Paris,0.1,0.014,0.35,1.225,5,0.681532082
Paris,0.1,0.014,0.15,1.225,5,0.771137975
Paris,0.1,0.014,0.25,1.225,5,0.708413696
Paris,0.1,0.014,0.31,1.225,5,0.69020354
Paris,0.1,0.014,0.21,1.225,5,0.726334874
Paris,0.1,0.016,0.05,1.225,5,1.178424089
Paris,0.1,0.016,0.01,1.225,5,3.222641816
Paris,0.1,0.014,0.27,1.225,5,0.701444365
Paris,0.1,0.016,0.11,1.225,5,0.899667354
Paris,0.1,0.014,0.33,1.225,5,0.685605035
Paris,0.1,0.016,0.07,1.225,5,1.032408609
Paris,0.1,0.016,0.03,1.225,5,1.519126988
Paris,0.1,0.016,0.17,1.225,5,0.817680257
Paris,0.1,0.016,0.13,1.225,5,0.863929363
Paris,0.1,0.016,0.23,1.225,5,0.778469167
Paris,0.1,0.016,0.09,1.225,5,0.951288935
Paris,0.1,0.016,0.19,1.225,5,0.80185822
Paris,0.1,0.016,0.29,1.225,5,0.755483459
Paris,0.1,0.016,0.15,1.225,5,0.837721525
Paris,0.1,0.016,0.35,1.225,5,0.740378652
Paris,0.1,0.016,0.25,1.225,5,0.769581347
Paris,0.1,0.018,0.05,1.225,5,1.265949971
Paris,0.1,0.016,0.21,1.225,5,0.789049921
Paris,0.1,0.016,0.31,1.225,5,0.749798844
Paris,0.1,0.018,0.11,1.225,5,0.966488951
Paris,0.1,0.018,0.01,1.225,5,3.461999252
Paris,0.1,0.016,0.27,1.225,5,0.762010253
Paris,0.1,0.018,0.07,1.225,5,1.109089386
Paris,0.1,0.016,0.33,1.225,5,0.744803282
Paris,0.1,0.018,0.17,1.225,5,0.87841237
Paris,0.1,0.018,0.13,1.225,5,0.928096568
Paris,0.1,0.018,0.03,1.225,5,1.631958125
Paris,0.1,0.018,0.09,1.225,5,1.021944655
Paris,0.1,0.018,0.23,1.225,5,0.836288929
Paris,0.1,0.018,0.29,1.225,5,0.811595989
Paris,0.1,0.018,0.19,1.225,5,0.861415173
Paris,0.1,0.018,0.15,1.225,5,0.899942177
Paris,0.1,0.018,0.25,1.225,5,0.826740978
Paris,0.1,0.018,0.35,1.225,5,0.795369292
Paris,0.1,0.018,0.21,1.225,5,0.847655555
Paris,0.2,0,0.05,1.225,5,0.749519728
Paris,0.1,0.018,0.31,1.225,5,0.805489156
Paris,0.1,0.018,0.27,1.225,5,0.818607551
Paris,0.2,0,0.11,1.225,5,0.572220508
Paris,0.2,0,0.01,1.225,5,2.049715073
Paris,0.2,0,0.17,1.225,5,0.520073791
Paris,0.2,0,0.07,1.225,5,0.656648678
Paris,0.1,0.018,0.33,1.225,5,0.800122556
Paris,0.2,0,0.13,1.225,5,0.549489871
Paris,0.2,0,0.03,1.225,5,0.966218917
Paris,0.2,0,0.23,1.225,5,0.49513414
Paris,0.2,0,0.19,1.225,5,0.510010412
Paris,0.2,0,0.09,1.225,5,0.605053673
Paris,0.2,0,0.29,1.225,5,0.480514411
Paris,0.2,0,0.15,1.225,5,0.532820752
Paris,0.2,0,0.25,1.225,5,0.48948117
Paris,0.2,0,0.35,1.225,5,0.470907215
Paris,0.2,0,0.21,1.225,5,0.501863877
Paris,0.2,0,0.31,1.225,5,0.476898793
Paris,0.2,0.002,0.05,1.225,5,0.80304335
Paris,0.2,0,0.27,1.225,5,0.484665684
Paris,0.2,0.002,0.01,1.225,5,2.196086369
Paris,0.2,0.002,0.11,1.225,5,0.613083093
Paris,0.2,0,0.33,1.225,5,0.473721438
Paris,0.2,0.002,0.07,1.225,5,0.703540326
Paris,0.2,0.002,0.17,1.225,5,0.55721255
Paris,0.2,0.002,0.03,1.225,5,1.035217148
Paris,0.2,0.002,0.23,1.225,5,0.530491945
Paris,0.2,0.002,0.13,1.225,5,0.588729249
Paris,0.2,0.002,0.09,1.225,5,0.648260893
Paris,0.2,0.002,0.29,1.225,5,0.514828213
Paris,0.2,0.002,0.19,1.225,5,0.54643054
Paris,0.2,0.002,0.25,1.225,5,0.524435293
Paris,0.2,0.002,0.35,1.225,5,0.504534962
Paris,0.2,0.002,0.15,1.225,5,0.570869779
Paris,0.2,0.002,0.31,1.225,5,0.510954401
Paris,0.2,0.002,0.21,1.225,5,0.537702256
Paris,0.2,0.004,0.05,1.225,5,0.850922314
Paris,0.2,0.002,0.27,1.225,5,0.519275931
Paris,0.2,0.004,0.01,1.225,5,2.327021194
Paris,0.2,0.004,0.11,1.225,5,0.649636268
Paris,0.2,0.002,0.33,1.225,5,0.50755015
Paris,0.2,0.004,0.07,1.225,5,0.745486731
Paris,0.2,0.004,0.17,1.225,5,0.590434617
Paris,0.2,0.004,0.03,1.225,5,1.096938754
Paris,0.2,0.004,0.13,1.225,5,0.623830401
Paris,0.2,0.004,0.23,1.225,5,0.562120879
Paris,0.2,0.004,0.09,1.225,5,0.686911435
Paris,0.2,0.004,0.29,1.225,5,0.545523245
Paris,0.2,0.004,0.19,1.225,5,0.579009763
Paris,0.2,0.004,0.15,1.225,5,0.604906116
Paris,0.2,0.004,0.35,1.225,5,0.534616291
Paris,0.2,0.004,0.25,1.225,5,0.555703118
Paris,0.2,0.006,0.05,1.225,5,0.904872526
Paris,0.2,0.004,0.31,1.225,5,0.54141847
Paris,0.2,0.004,0.21,1.225,5,0.569761083
Paris,0.2,0.006,0.11,1.225,5,0.690824534
Paris,0.2,0.006,0.01,1.225,5,2.47455909
Paris,0.2,0.004,0.27,1.225,5,0.550236145
Paris,0.2,0.004,0.33,1.225,5,0.53781125
Paris,0.2,0.006,0.07,1.225,5,0.792752113
Paris,0.2,0.006,0.17,1.225,5,0.627869378
Paris,0.2,0.006,0.03,1.225,5,1.166486911
Paris,0.2,0.006,0.13,1.225,5,0.663382523
Paris,0.2,0.006,0.23,1.225,5,0.597760491
Paris,0.2,0.006,0.09,1.225,5,0.730463022
Paris,0.2,0.006,0.19,1.225,5,0.615720164
Paris,0.2,0.006,0.29,1.225,5,0.580110533
Paris,0.2,0.006,0.15,1.225,5,0.643258399
Paris,0.2,0.006,0.25,1.225,5,0.59093583
Paris,0.2,0.006,0.35,1.225,5,0.568512056
Paris,0.2,0.006,0.21,1.225,5,0.605885099
Paris,0.2,0.008,0.05,1.225,5,0.966126948
Paris,0.2,0.006,0.31,1.225,5,0.575745506
Paris,0.2,0.006,0.27,1.225,5,0.58512224
Paris,0.2,0.008,0.11,1.225,5,0.737589195
Paris,0.2,0.008,0.01,1.225,5,2.642071841
Paris,0.2,0.008,0.17,1.225,5,0.670372354
Paris,0.2,0.006,0.33,1.225,5,0.571909582
Paris,0.2,0.008,0.07,1.225,5,0.846416657
Paris,0.2,0.008,0.13,1.225,5,0.708289525
Paris,0.2,0.008,0.03,1.225,5,1.245451051
Paris,0.2,0.008,0.23,1.225,5,0.638225277
Paris,0.2,0.008,0.19,1.225,5,0.657400712
Paris,0.2,0.008,0.09,1.225,5,0.779910971
Paris,0.2,0.008,0.29,1.225,5,0.619380523
Paris,0.2,0.008,0.15,1.225,5,0.686803119
Paris,0.2,0.008,0.25,1.225,5,0.630938628
Paris,0.2,0.008,0.35,1.225,5,0.606996899
Paris,0.2,0.008,0.21,1.225,5,0.646899872
Paris,0.2,0.008,0.31,1.225,5,0.614720011
Paris,0.2,0.01,0.05,1.225,5,1.036276637
Paris,0.2,0.008,0.27,1.225,5,0.624731492
Paris,0.2,0.01,0.01,1.225,5,2.83391052
Paris,0.2,0.01,0.11,1.225,5,0.791144944
Paris,0.2,0.008,0.33,1.225,5,0.610624417
Paris,0.2,0.01,0.07,1.225,5,0.907874279
Paris,0.2,0.01,0.17,1.225,5,0.719047543
Paris,0.2,0.01,0.23,1.225,5,0.684566293
Paris,0.2,0.01,0.03,1.225,5,1.335882235
Paris,0.2,0.01,0.13,1.225,5,0.759717849
Paris,0.2,0.01,0.09,1.225,5,0.836539669
Paris,0.2,0.01,0.29,1.225,5,0.664353237
Paris,0.2,0.01,0.19,1.225,5,0.705134041
Paris,0.2,0.01,0.25,1.225,5,0.676750566
Paris,0.2,0.01,0.35,1.225,5,0.651070448
Paris,0.2,0.01,0.15,1.225,5,0.736671333
Paris,0.2,0.01,0.31,1.225,5,0.659354328
Paris,0.2,0.01,0.21,1.225,5,0.693870743
Paris,0.2,0.012,0.01,1.225,5,3.055788853
Paris,0.2,0.01,0.27,1.225,5,0.670092736
Paris,0.2,0.012,0.05,1.225,5,1.117410932
Paris,0.2,0.01,0.33,1.225,5,0.654961357
Paris,0.2,0.012,0.11,1.225,5,0.853086886
Paris,0.2,0.012,0.03,1.225,5,1.440473866
Paris,0.2,0.012,0.07,1.225,5,0.978955434
Paris,0.2,0.012,0.17,1.225,5,0.775344688
Paris,0.2,0.012,0.13,1.225,5,0.819199237
Paris,0.2,0.012,0.23,1.225,5,0.73816376
Paris,0.2,0.012,0.29,1.225,5,0.716368143
Paris,0.2,0.012,0.09,1.225,5,0.902035748
Paris,0.2,0.012,0.19,1.225,5,0.760341841
Paris,0.2,0.012,0.15,1.225,5,0.794348315
Paris,0.2,0.012,0.35,1.225,5,0.70204539
Paris,0.2,0.012,0.25,1.225,5,0.729736109
Paris,0.2,0.014,0.05,1.225,5,1.207688617
Paris,0.2,0.012,0.31,1.225,5,0.710977849
Paris,0.2,0.012,0.21,1.225,5,0.748196694
Paris,0.2,0.014,0.01,1.225,5,3.302671657
Paris,0.2,0.012,0.27,1.225,5,0.72255701
Paris,0.2,0.014,0.07,1.225,5,1.058047045
Paris,0.2,0.012,0.33,1.225,5,0.706240934
Paris,0.2,0.014,0.11,1.225,5,0.922009346
Paris,0.2,0.014,0.17,1.225,5,0.837986212
Paris,0.2,0.014,0.03,1.225,5,1.5568524
Paris,0.2,0.014,0.09,1.225,5,0.974912876
Paris,0.2,0.014,0.13,1.225,5,0.885383851
Paris,0.2,0.014,0.23,1.225,5,0.797801369
Paris,0.2,0.014,0.19,1.225,5,0.821771257
Paris,0.2,0.014,0.29,1.225,5,0.774244844
Paris,0.2,0.014,0.15,1.225,5,0.858525177
Paris,0.2,0.014,0.25,1.225,5,0.788692832
Paris,0.2,0.014,0.35,1.225,5,0.758764929
Paris,0.2,0.014,0.21,1.225,5,0.808644882
Paris,0.2,0.016,0.05,1.225,5,1.290069711
Paris,0.2,0.014,0.31,1.225,5,0.768419058
Paris,0.2,0.016,0.11,1.225,5,0.984903156
Paris,0.2,0.014,0.27,1.225,5,0.780933721
Paris,0.2,0.016,0.01,1.225,5,3.527959617
Paris,0.2,0.014,0.33,1.225,5,0.763299439
Paris,0.2,0.016,0.17,1.225,5,0.89514848
Paris,0.2,0.016,0.07,1.225,5,1.130220511
Paris,0.2,0.016,0.13,1.225,5,0.945779295
Paris,0.2,0.016,0.03,1.225,5,1.663051301
Paris,0.2,0.016,0.23,1.225,5,0.852222474
Paris,0.2,0.016,0.19,1.225,5,0.877827441
Paris,0.2,0.016,0.09,1.225,5,1.04141544
Paris,0.2,0.016,0.29,1.225,5,0.827059068
Paris,0.2,0.016,0.15,1.225,5,0.917088488
Paris,0.2,0.016,0.25,1.225,5,0.842492609
Paris,0.2,0.016,0.35,1.225,5,0.810523209
Paris,0.2,0.016,0.21,1.225,5,0.863805665
Paris,0.2,0.016,0.31,1.225,5,0.820835883
Paris,0.2,0.018,0.05,1.225,5,1.364060679
Paris,0.2,0.016,0.27,1.225,5,0.834204219
Paris,0.2,0.018,0.11,1.225,5,1.041391528
Paris,0.2,0.018,0.01,1.225,5,3.73030306
Paris,0.2,0.016,0.33,1.225,5,0.815367035
Paris,0.2,0.018,0.07,1.225,5,1.195043449
Paris,0.2,0.018,0.17,1.225,5,0.946489041
Paris,0.2,0.018,0.13,1.225,5,1.000023747
Paris,0.2,0.018,0.23,1.225,5,0.901101047
Paris,0.2,0.018,0.03,1.225,5,1.758434345
Paris,0.2,0.018,0.09,1.225,5,1.101145031
Paris,0.2,0.018,0.19,1.225,5,0.928174567
Paris,0.2,0.018,0.29,1.225,5,0.874494412
Paris,0.2,0.018,0.15,1.225,5,0.969687401
Paris,0.2,0.018,0.25,1.225,5,0.890813133
Paris,0.2,0.018,0.35,1.225,5,0.857010151
Paris,0.2,0.018,0.21,1.225,5,0.913348583
Paris,0.2,0.018,0.31,1.225,5,0.867914301
Paris,0.3,0,0.05,1.225,5,0.843812401
Paris,0.2,0.018,0.27,1.225,5,0.882049368
Paris,0.3,0,0.01,1.225,5,2.307577684
Paris,0.3,0,0.11,1.225,5,0.644208208
Paris,0.2,0.018,0.33,1.225,5,0.862131792
Paris,0.3,0,0.07,1.225,5,0.73925779
Paris,0.3,0,0.17,1.225,5,0.585501219
Paris,0.3,0,0.03,1.225,5,1.087773242
Paris,0.3,0,0.23,1.225,5,0.557424057
Paris,0.3,0,0.13,1.225,5,0.618617964
Paris,0.3,0,0.09,1.225,5,0.681171921
Paris,0.3,0,0.19,1.225,5,0.574171825
Paris,0.3,0,0.29,1.225,5,0.540965106
Paris,0.3,0,0.25,1.225,5,0.55105992
Paris,0.3,0,0.15,1.225,5,0.5998518
Paris,0.3,0,0.35,1.225,5,0.530149285
Paris,0.3,0,0.21,1.225,5,0.565000423
Paris,0.3,0.002,0.05,1.225,5,0.912798724
Paris,0.3,0,0.31,1.225,5,0.536894628
Paris,0.3,0,0.27,1.225,5,0.545638626
Paris,0.3,0.002,0.11,1.225,5,0.696875786
Paris,0.3,0.002,0.01,1.225,5,2.496234901
Paris,0.3,0.002,0.07,1.225,5,0.799696196
Paris,0.3,0,0.33,1.225,5,0.533317548
Paris,0.3,0.002,0.17,1.225,5,0.633369177
Paris,0.3,0.002,0.13,1.225,5,0.669193398
Paris,0.3,0.002,0.23,1.225,5,0.602996552
Paris,0.3,0.002,0.03,1.225,5,1.176704711
Paris,0.3,0.002,0.09,1.225,5,0.736861487
Paris,0.3,0.002,0.19,1.225,5,0.621113543
Paris,0.3,0.002,0.29,1.225,5,0.58519199
Paris,0.3,0.002,0.15,1.225,5,0.648892997
Paris,0.3,0.002,0.25,1.225,5,0.596112111
Paris,0.3,0.002,0.35,1.225,5,0.573491916
Paris,0.3,0.002,0.21,1.225,5,0.611192327
Paris,0.3,0.002,0.31,1.225,5,0.580788728
Paris,0.3,0.004,0.05,1.225,5,0.966882067
Paris,0.3,0.002,0.27,1.225,5,0.590247597
Paris,0.3,0.004,0.01,1.225,5,2.644136867
Paris,0.3,0.004,0.11,1.225,5,0.73816569
Paris,0.3,0.002,0.33,1.225,5,0.576919203
Paris,0.3,0.004,0.17,1.225,5,0.670896313
Paris,0.3,0.004,0.07,1.225,5,0.847078211
Paris,0.3,0.004,0.03,1.225,5,1.246424488
Paris,0.3,0.004,0.13,1.225,5,0.70884312
Paris,0.3,0.004,0.23,1.225,5,0.638724109
Paris,0.3,0.004,0.29,1.225,5,0.619864627
Paris,0.3,0.004,0.19,1.225,5,0.657914532
Paris,0.3,0.004,0.09,1.225,5,0.780520544
Paris,0.3,0.004,0.25,1.225,5,0.631431765
Paris,0.3,0.004,0.15,1.225,5,0.68733992
Paris,0.3,0.004,0.35,1.225,5,0.607471324
Paris,0.3,0.004,0.31,1.225,5,0.615200472
Paris,0.3,0.006,0.05,1.225,5,1.027777929
Paris,0.3,0.004,0.21,1.225,5,0.647405485
Paris,0.3,0.006,0.01,1.225,5,2.810669064
Paris,0.3,0.004,0.27,1.225,5,0.625219779
Paris,0.3,0.006,0.11,1.225,5,0.784656609
Paris,0.3,0.006,0.07,1.225,5,0.900428624
Paris,0.3,0.004,0.33,1.225,5,0.611101677
Paris,0.3,0.006,0.17,1.225,5,0.713150493
Paris,0.3,0.006,0.03,1.225,5,1.324926403
Paris,0.3,0.006,0.23,1.225,5,0.67895203
Paris,0.3,0.006,0.13,1.225,5,0.753487254
Paris,0.3,0.006,0.19,1.225,5,0.699351098
Paris,0.3,0.006,0.29,1.225,5,0.658904746
Paris,0.3,0.006,0.09,1.225,5,0.829679043
Paris,0.3,0.006,0.25,1.225,5,0.671200402
Paris,0.3,0.006,0.35,1.225,5,0.645730891
Paris,0.3,0.006,0.15,1.225,5,0.730629747
Paris,0.3,0.008,0.05,1.225,5,1.096860022
Paris,0.3,0.006,0.21,1.225,5,0.688180173
Paris,0.3,0.006,0.31,1.225,5,0.653946834
Paris,0.3,0.006,0.27,1.225,5,0.664597174
Paris,0.3,0.008,0.01,1.225,5,2.999588183
Paris,0.3,0.008,0.07,1.225,5,0.960950934
Paris,0.3,0.008,0.11,1.225,5,0.837397303
Paris,0.3,0.006,0.33,1.225,5,0.64958989
Paris,0.3,0.008,0.03,1.225,5,1.41398133
Paris,0.3,0.008,0.17,1.225,5,0.761084903
Paris,0.3,0.008,0.09,1.225,5,0.88544592
Paris,0.3,0.008,0.23,1.225,5,0.724587791
Paris,0.3,0.008,0.13,1.225,5,0.8041329
Paris,0.3,0.008,0.29,1.225,5,0.703193028
Paris,0.3,0.008,0.19,1.225,5,0.746357982
Paris,0.3,0.008,0.25,1.225,5,0.716315137
Paris,0.3,0.008,0.15,1.225,5,0.779739025
Paris,0.3,0.008,0.35,1.225,5,0.689133693
Paris,0.3,0.008,0.31,1.225,5,0.69790187
Paris,0.3,0.01,0.05,1.225,5,1.175898005
Paris,0.3,0.008,0.21,1.225,5,0.734436203
Paris,0.3,0.01,0.11,1.225,5,0.897738817
Paris,0.3,0.008,0.27,1.225,5,0.709268073
Paris,0.3,0.01,0.01,1.225,5,3.215733724
Paris,0.3,0.008,0.33,1.225,5,0.693252075
Paris,0.3,0.01,0.07,1.225,5,1.030195526
Paris,0.3,0.01,0.13,1.225,5,0.862077434
Paris,0.3,0.01,0.17,1.225,5,0.815927468
Paris,0.3,0.01,0.03,1.225,5,1.51587057
Paris,0.3,0.01,0.09,1.225,5,0.949249741
Paris,0.3,0.01,0.23,1.225,5,0.776800431
Paris,0.3,0.01,0.15,1.225,5,0.835925775
Paris,0.3,0.01,0.19,1.225,5,0.800139348
Paris,0.3,0.01,0.29,1.225,5,0.753863996
Paris,0.3,0.01,0.35,1.225,5,0.738791568
Paris,0.3,0.01,0.25,1.225,5,0.767931663
Paris,0.3,0.01,0.21,1.225,5,0.787358505
Paris,0.3,0.01,0.31,1.225,5,0.748191566
Paris,0.3,0.012,0.05,1.225,5,1.264934598
Paris,0.3,0.012,0.01,1.225,5,3.459222506
Paris,0.3,0.012,0.11,1.225,5,0.965713765
Paris,0.3,0.01,0.27,1.225,5,0.760376799
Paris,0.3,0.012,0.17,1.225,5,0.877707827
Paris,0.3,0.01,0.33,1.225,5,0.743206713
Paris,0.3,0.012,0.07,1.225,5,1.108199824
Paris,0.3,0.012,0.03,1.225,5,1.63064919
Paris,0.3,0.012,0.13,1.225,5,0.927352174
Paris,0.3,0.012,0.23,1.225,5,0.835618172
Paris,0.3,0.012,0.19,1.225,5,0.860724263
Paris,0.3,0.012,0.09,1.225,5,1.02112499
Paris,0.3,0.012,0.29,1.225,5,0.810945037
Paris,0.3,0.012,0.25,1.225,5,0.826077878
Paris,0.3,0.012,0.15,1.225,5,0.899220366
Paris,0.3,0.012,0.21,1.225,5,0.846975681
Paris,0.3,0.012,0.35,1.225,5,0.794731355
Paris,0.3,0.014,0.05,1.225,5,1.345091858
Paris,0.3,0.012,0.31,1.225,5,0.804843102
Paris,0.3,0.012,0.27,1.225,5,0.817950975
Paris,0.3,0.014,0.11,1.225,5,1.026909789
Paris,0.3,0.014,0.01,1.225,5,3.678428936
Paris,0.3,0.014,0.07,1.225,5,1.178425005
Paris,0.3,0.012,0.33,1.225,5,0.799480806
Paris,0.3,0.014,0.17,1.225,5,0.93332703
Paris,0.3,0.014,0.13,1.225,5,0.986117275
Paris,0.3,0.014,0.23,1.225,5,0.888570208
Paris,0.3,0.014,0.03,1.225,5,1.733981307
Paris,0.3,0.014,0.09,1.225,5,1.085832352
Paris,0.3,0.014,0.29,1.225,5,0.862333568
Paris,0.3,0.014,0.19,1.225,5,0.91526724
Paris,0.3,0.014,0.15,1.225,5,0.95620279
Paris,0.3,0.014,0.25,1.225,5,0.878425359
Paris,0.3,0.014,0.35,1.225,5,0.845092447
Paris,0.3,0.014,0.31,1.225,5,0.855844962
Paris,0.3,0.014,0.21,1.225,5,0.900647427
Paris,0.3,0.014,0.27,1.225,5,0.869783464
Paris,0.3,0.016,0.05,1.225,5,1.413990726
Paris,0.3,0.016,0.11,1.225,5,1.0795106
Paris,0.3,0.016,0.01,1.225,5,3.866846989
Paris,0.3,0.014,0.33,1.225,5,0.850142865
Paris,0.3,0.016,0.17,1.225,5,0.981134305
Paris,0.3,0.016,0.07,1.225,5,1.238786793
Paris,0.3,0.016,0.23,1.225,5,0.934084929
Paris,0.3,0.016,0.13,1.225,5,1.036628594
Paris,0.3,0.016,0.03,1.225,5,1.822800036
Paris,0.3,0.016,0.19,1.225,5,0.962149448
Paris,0.3,0.016,0.29,1.225,5,0.906504386
Paris,0.3,0.016,0.09,1.225,5,1.141451319
Paris,0.3,0.016,0.35,1.225,5,0.888380132
Paris,0.3,0.016,0.25,1.225,5,0.923420436
Paris,0.3,0.016,0.15,1.225,5,1.005181817
Paris,0.3,0.016,0.21,1.225,5,0.946780773
Paris,0.3,0.016,0.31,1.225,5,0.899683417
Paris,0.3,0.018,0.05,1.225,5,1.47368269
