Job.ProjectName,Burn-in,Long-Term Degredation,Initial PCE,Module Cost,job.Life,Finance.LCOE
Madrid,0,0.018,0.03,0.049,2,0.513630198
Madrid,0,0.016,0.25,0.049,2,0.090754877
Madrid,0,0.018,0.09,0.049,2,0.196090012
Madrid,0,0.016,0.35,0.049,2,0.075067875
Madrid,0,0.016,0.31,0.049,2,0.080128183
Madrid,0,0.018,0.15,0.049,2,0.13258207
Madrid,0,0.018,0.05,0.049,2,0.323106055
Madrid,0,0.018,0.21,0.049,2,0.105364448
Madrid,0,0.018,0.01,0.049,2,1.466251074
Madrid,0,0.018,0.11,0.049,2,0.167222751
Madrid,0,0.018,0.27,0.049,2,0.0902436
Madrid,0,0.018,0.17,0.049,2,0.121374804
Madrid,0,0.018,0.07,0.049,2,0.241452873
Madrid,0,0.018,0.23,0.049,2,0.099447588
Madrid,0,0.018,0.33,0.049,2,0.080621285
Madrid,0,0.018,0.13,0.049,2,0.147237737
Madrid,0,0.018,0.29,0.049,2,0.086593751
Madrid,0,0.018,0.19,0.049,2,0.112526972
Madrid,0,0.018,0.35,0.049,2,0.078146985
Madrid,0.1,0,0.03,0.049,2,0.410869029
Madrid,0,0.018,0.25,0.049,2,0.094477431
Madrid,0.1,0,0.09,0.049,2,0.156858598
Madrid,0,0.018,0.31,0.049,2,0.083414855
Madrid,0.1,0,0.05,0.049,2,0.258462745
Madrid,0.1,0,0.15,0.049,2,0.106056588
Madrid,0.1,0,0.01,0.049,2,1.172900575
Madrid,0.1,0,0.11,0.049,2,0.133766764
Madrid,0.1,0,0.21,0.049,2,0.084284352
Madrid,0.1,0,0.27,0.049,2,0.072188708
Madrid,0.1,0,0.17,0.049,2,0.097091542
Madrid,0.1,0,0.07,0.049,2,0.193145784
Madrid,0.1,0,0.33,0.049,2,0.064491514
Madrid,0.1,0,0.23,0.049,2,0.079551268
Madrid,0.1,0,0.13,0.049,2,0.117780119
Madrid,0.1,0.002,0.03,0.049,2,0.427560861
Madrid,0.1,0,0.29,0.049,2,0.069269078
Madrid,0.1,0,0.19,0.049,2,0.090013881
Madrid,0.1,0,0.35,0.049,2,0.062512243
Madrid,0.1,0,0.25,0.049,2,0.075575483
Madrid,0.1,0.002,0.05,0.049,2,0.268962969
Madrid,0.1,0,0.31,0.049,2,0.066726179
Madrid,0.1,0.002,0.09,0.049,2,0.163231084
Madrid,0.1,0.002,0.15,0.049,2,0.110365208
Madrid,0.1,0.002,0.01,0.049,2,1.220550453
Madrid,0.1,0.002,0.07,0.049,2,0.200992462
Madrid,0.1,0.002,0.11,0.049,2,0.139201129
Madrid,0.1,0.002,0.21,0.049,2,0.087708461
Madrid,0.1,0.002,0.17,0.049,2,0.101035952
Madrid,0.1,0.002,0.27,0.049,2,0.075121423
Madrid,0.1,0.002,0.13,0.049,2,0.122565016
Madrid,0.1,0.002,0.23,0.049,2,0.082783092
Madrid,0.1,0.002,0.19,0.049,2,0.093670756
Madrid,0.1,0.002,0.33,0.049,2,0.067111525
Madrid,0.1,0.004,0.03,0.049,2,0.441105048
Madrid,0.1,0.002,0.29,0.049,2,0.072083181
Madrid,0.1,0.004,0.09,0.049,2,0.168401886
Madrid,0.1,0.002,0.25,0.049,2,0.078645788
Madrid,0.1,0.002,0.35,0.049,2,0.065051845
Madrid,0.1,0.004,0.05,0.049,2,0.277483123
Madrid,0.1,0.002,0.31,0.049,2,0.069436975
Madrid,0.1,0.004,0.11,0.049,2,0.143610714
Madrid,0.1,0.004,0.15,0.049,2,0.113861335
Madrid,0.1,0.004,0.01,0.049,2,1.259214805
Madrid,0.1,0.004,0.21,0.049,2,0.090486872
Madrid,0.1,0.004,0.07,0.049,2,0.207359461
Madrid,0.1,0.004,0.13,0.049,2,0.126447606
Madrid,0.1,0.004,0.17,0.049,2,0.104236548
Madrid,0.1,0.004,0.27,0.049,2,0.077501104
Madrid,0.1,0.004,0.23,0.049,2,0.085405478
Madrid,0.1,0.004,0.33,0.049,2,0.069237471
Madrid,0.1,0.004,0.29,0.049,2,0.074366618
Madrid,0.1,0.004,0.19,0.049,2,0.096638039
Madrid,0.1,0.006,0.03,0.049,2,0.455535407
Madrid,0.1,0.004,0.25,0.049,2,0.081137114
Madrid,0.1,0.006,0.09,0.049,2,0.173911004
