"Location","Latitude","Longitude","Panel Type","Burn-in","Long-Term Degredation","Initial PCE","Module Cost","Panel Lifetime","LCOE"
"Durham","54.775706","-1.575752","1804","0.4","0","0.11","0.049","5","0.304963221"
"Durham","54.775706","-1.575752","1799","0.4","0","0.01","0.049","5","2.877301637"
"Durham","54.775706","-1.575752","1807","0.4","0","0.17","0.049","5","0.21417504"
"Durham","54.775706","-1.575752","1802","0.4","0","0.07","0.049","5","0.451953846"
"Durham","54.775706","-1.575752","1797","0.3","0.018","0.33","0.049","5","0.187570475"
"Durham","54.775706","-1.575752","1805","0.4","0","0.13","0.049","5","0.265388861"
"Durham","54.775706","-1.575752","1800","0.4","0","0.03","0.049","5","0.990919912"
"Durham","54.775706","-1.575752","1810","0.4","0","0.23","0.049","5","0.170754735"
"Durham","54.775706","-1.575752","1808","0.4","0","0.19","0.049","5","0.196654549"
"Durham","54.775706","-1.575752","1803","0.4","0","0.09","0.049","5","0.362126224"
"Durham","54.775706","-1.575752","1813","0.4","0","0.29","0.049","5","0.145301555"
"Durham","54.775706","-1.575752","1806","0.4","0","0.15","0.049","5","0.236367685"
"Durham","54.775706","-1.575752","1811","0.4","0","0.25","0.049","5","0.160912826"
"Durham","54.775706","-1.575752","1809","0.4","0","0.21","0.049","5","0.18247131"
"Durham","54.775706","-1.575752","1816","0.4","0","0.35","0.049","5","0.128575265"
"Durham","54.775706","-1.575752","1814","0.4","0","0.31","0.049","5","0.139006704"
"Durham","54.775706","-1.575752","1819","0.4","0.002","0.05","0.049","5","0.669252015"
"Durham","54.775706","-1.575752","1812","0.4","0","0.27","0.049","5","0.152528989"
"Durham","54.775706","-1.575752","1817","0.4","0.002","0.01","0.049","5","3.138042692"
"Durham","54.775706","-1.575752","1822","0.4","0.002","0.11","0.049","5","0.332598987"
"Durham","54.775706","-1.575752","1815","0.4","0","0.33","0.049","5","0.133474876"
"Durham","54.775706","-1.575752","1825","0.4","0.002","0.17","0.049","5","0.233583581"
"Durham","54.775706","-1.575752","1820","0.4","0.002","0.07","0.049","5","0.492909901"
"Durham","54.775706","-1.575752","1818","0.4","0.002","0.03","0.049","5","1.080717067"
"Durham","54.775706","-1.575752","1828","0.4","0.002","0.23","0.049","5","0.186228528"
"Durham","54.775706","-1.575752","1823","0.4","0.002","0.13","0.049","5","0.289438397"
"Durham","54.775706","-1.575752","1831","0.4","0.002","0.29","0.049","5","0.158468781"
"Durham","54.775706","-1.575752","1826","0.4","0.002","0.19","0.049","5","0.214475383"
"Durham","54.775706","-1.575752","1821","0.4","0.002","0.09","0.049","5","0.3949421"
"Durham","54.775706","-1.575752","1829","0.4","0.002","0.25","0.049","5","0.175494745"
"Durham","54.775706","-1.575752","1824","0.4","0.002","0.15","0.049","5","0.257787323"
"Durham","54.775706","-1.575752","1834","0.4","0.002","0.35","0.049","5","0.140226755"
"Durham","54.775706","-1.575752","1827","0.4","0.002","0.21","0.049","5","0.199006858"
"Durham","54.775706","-1.575752","1832","0.4","0.002","0.31","0.049","5","0.151603491"
"Durham","54.775706","-1.575752","1837","0.4","0.004","0.05","0.049","5","0.699343428"
"Durham","54.775706","-1.575752","1830","0.4","0.002","0.27","0.049","5","0.166351165"
"Durham","54.775706","-1.575752","1835","0.4","0.004","0.01","0.049","5","3.279137733"
"Durham","54.775706","-1.575752","1840","0.4","0.004","0.11","0.049","5","0.347553553"
"Durham","54.775706","-1.575752","1833","0.4","0.002","0.33","0.049","5","0.145570368"
"Durham","54.775706","-1.575752","1838","0.4","0.004","0.07","0.049","5","0.515072487"
"Durham","54.775706","-1.575752","1843","0.4","0.004","0.17","0.049","5","0.244086142"
"Durham","54.775706","-1.575752","1836","0.4","0.004","0.03","0.049","5","1.129309083"
"Durham","54.775706","-1.575752","1846","0.4","0.004","0.23","0.049","5","0.194601876"
"Durham","54.775706","-1.575752","1841","0.4","0.004","0.13","0.049","5","0.302452345"
"Durham","54.775706","-1.575752","1849","0.4","0.004","0.29","0.049","5","0.165593974"
"Durham","54.775706","-1.575752","1839","0.4","0.004","0.09","0.049","5","0.412699784"
"Durham","54.775706","-1.575752","1844","0.4","0.004","0.19","0.049","5","0.224118787"
"Durham","54.775706","-1.575752","1852","0.4","0.004","0.35","0.049","5","0.146531736"
"Durham","54.775706","-1.575752","1847","0.4","0.004","0.25","0.049","5","0.183385472"
"Durham","54.775706","-1.575752","1842","0.4","0.004","0.15","0.049","5","0.269378151"
"Durham","54.775706","-1.575752","1850","0.4","0.004","0.31","0.049","5","0.158420001"
"Durham","54.775706","-1.575752","1855","0.4","0.006","0.05","0.049","5","0.732268225"
"Durham","54.775706","-1.575752","1845","0.4","0.004","0.21","0.049","5","0.207954755"
"Durham","54.775706","-1.575752","1848","0.4","0.004","0.27","0.049","5","0.173830772"
"Durham","54.775706","-1.575752","1853","0.4","0.006","0.01","0.049","5","3.433518166"
"Durham","54.775706","-1.575752","1858","0.4","0.006","0.11","0.049","5","0.363916229"
"Durham","54.775706","-1.575752","1851","0.4","0.004","0.33","0.049","5","0.152115613"
"Durham","54.775706","-1.575752","1856","0.4","0.006","0.07","0.049","5","0.539321885"
"Durham","54.775706","-1.575752","1861","0.4","0.006","0.17","0.049","5","0.255577615"
"Durham","54.775706","-1.575752","1854","0.4","0.006","0.03","0.049","5","1.182476482"
"Durham","54.775706","-1.575752","1859","0.4","0.006","0.13","0.049","5","0.316691675"
"Durham","54.775706","-1.575752","1857","0.4","0.006","0.09","0.049","5","0.432129518"
"Durham","54.775706","-1.575752","1864","0.4","0.006","0.23","0.049","5","0.20376365"
"Durham","54.775706","-1.575752","1862","0.4","0.006","0.19","0.049","5","0.234670205"
"Durham","54.775706","-1.575752","1867","0.4","0.006","0.29","0.049","5","0.173390069"
"Durham","54.775706","-1.575752","1860","0.4","0.006","0.15","0.049","5","0.282060361"
"Durham","54.775706","-1.575752","1870","0.4","0.006","0.35","0.049","5","0.153430389"
"Durham","54.775706","-1.575752","1865","0.4","0.006","0.25","0.049","5","0.192019183"
"Durham","54.775706","-1.575752","1873","0.4","0.008","0.05","0.049","5","0.768446358"
"Durham","54.775706","-1.575752","1863","0.4","0.006","0.21","0.049","5","0.217745178"
"Durham","54.775706","-1.575752","1868","0.4","0.006","0.31","0.049","5","0.165878349"
"Durham","54.775706","-1.575752","1876","0.4","0.008","0.11","0.049","5","0.38189572"
"Durham","54.775706","-1.575752","1871","0.4","0.008","0.01","0.049","5","3.603153107"
"Durham","54.775706","-1.575752","1866","0.4","0.006","0.27","0.049","5","0.182014652"
"Durham","54.775706","-1.575752","1874","0.4","0.008","0.07","0.049","5","0.565967393"
"Durham","54.775706","-1.575752","1869","0.4","0.006","0.33","0.049","5","0.159277152"
"Durham","54.775706","-1.575752","1879","0.4","0.008","0.17","0.049","5","0.268204575"
"Durham","54.775706","-1.575752","1877","0.4","0.008","0.13","0.049","5","0.332338009"
"Durham","54.775706","-1.575752","1872","0.4","0.008","0.03","0.049","5","1.240897414"
"Durham","54.775706","-1.575752","1882","0.4","0.008","0.23","0.049","5","0.213830711"
"Durham","54.775706","-1.575752","1880","0.4","0.008","0.19","0.049","5","0.246264222"
"Durham","54.775706","-1.575752","1875","0.4","0.008","0.09","0.049","5","0.453479125"
"Durham","54.775706","-1.575752","1878","0.4","0.008","0.15","0.049","5","0.295995716"
"Durham","54.775706","-1.575752","1885","0.4","0.008","0.29","0.049","5","0.181956505"
"Durham","54.775706","-1.575752","1883","0.4","0.008","0.25","0.049","5","0.201506002"
"Durham","54.775706","-1.575752","1888","0.4","0.008","0.35","0.049","5","0.161010705"
"Durham","54.775706","-1.575752","1881","0.4","0.008","0.21","0.049","5","0.228503004"
"Durham","54.775706","-1.575752","1891","0.4","0.01","0.05","0.049","5","0.808385088"
"Durham","54.775706","-1.575752","1884","0.4","0.008","0.27","0.049","5","0.19100719"
"Durham","54.775706","-1.575752","1886","0.4","0.008","0.31","0.049","5","0.174073664"
"Durham","54.775706","-1.575752","1894","0.4","0.01","0.11","0.049","5","0.401744119"
"Durham","54.775706","-1.575752","1889","0.4","0.01","0.01","0.049","5","3.79042104"
"Durham","54.775706","-1.575752","1892","0.4","0.01","0.07","0.049","5","0.595382614"
"Durham","54.775706","-1.575752","1897","0.4","0.01","0.17","0.049","5","0.282144065"
"Durham","54.775706","-1.575752","1887","0.4","0.008","0.33","0.049","5","0.167146331"
"Durham","54.775706","-1.575752","1895","0.4","0.01","0.13","0.049","5","0.349610728"
"Durham","54.775706","-1.575752","1890","0.4","0.01","0.03","0.049","5","1.305391008"
"Durham","54.775706","-1.575752","1900","0.4","0.01","0.23","0.049","5","0.224944209"
"Durham","54.775706","-1.575752","1903","0.4","0.01","0.29","0.049","5","0.191413394"
"Durham","54.775706","-1.575752","1893","0.4","0.01","0.09","0.049","5","0.477047954"
"Durham","54.775706","-1.575752","1898","0.4","0.01","0.19","0.049","5","0.259063398"
"Durham","54.775706","-1.575752","1896","0.4","0.01","0.15","0.049","5","0.311379604"
"Durham","54.775706","-1.575752","1901","0.4","0.01","0.25","0.049","5","0.211978943"
"Durham","54.775706","-1.575752","1904","0.4","0.01","0.31","0.049","5","0.183120855"
"Durham","54.775706","-1.575752","1899","0.4","0.01","0.21","0.049","5","0.24037907"
"Durham","54.775706","-1.575752","1906","0.4","0.01","0.35","0.049","5","0.169378971"
"Durham","54.775706","-1.575752","1909","0.4","0.012","0.05","0.049","5","0.852694575"
"Durham","54.775706","-1.575752","1902","0.4","0.01","0.27","0.049","5","0.200934474"
"Durham","54.775706","-1.575752","1905","0.4","0.01","0.33","0.049","5","0.175833486"
"Durham","54.775706","-1.575752","1912","0.4","0.012","0.11","0.049","5","0.423764659"
"Durham","54.775706","-1.575752","1907","0.4","0.012","0.01","0.049","5","3.998182929"
"Durham","54.775706","-1.575752","1910","0.4","0.012","0.07","0.049","5","0.628016934"
"Durham","54.775706","-1.575752","1915","0.4","0.012","0.17","0.049","5","0.297609044"
"Durham","54.775706","-1.575752","1918","0.4","0.012","0.23","0.049","5","0.23727393"
"Durham","54.775706","-1.575752","1913","0.4","0.012","0.13","0.049","5","0.368773714"
"Durham","54.775706","-1.575752","1908","0.4","0.012","0.03","0.049","5","1.376942558"
"Durham","54.775706","-1.575752","1911","0.4","0.012","0.09","0.049","5","0.503196074"
"Durham","54.775706","-1.575752","1921","0.4","0.012","0.29","0.049","5","0.201905212"
"Durham","54.775706","-1.575752","1916","0.4","0.012","0.19","0.049","5","0.273263272"
"Durham","54.775706","-1.575752","1924","0.4","0.012","0.35","0.049","5","0.178663031"
"Durham","54.775706","-1.575752","1919","0.4","0.012","0.25","0.049","5","0.223598007"
"Durham","54.775706","-1.575752","1914","0.4","0.012","0.15","0.049","5","0.328447053"
"Durham","54.775706","-1.575752","1922","0.4","0.012","0.31","0.049","5","0.19315814"
"Durham","54.775706","-1.575752","1917","0.4","0.012","0.21","0.049","5","0.253554812"
"Durham","54.775706","-1.575752","1925","0.4","0.014","0.01","0.049","5","4.196012643"
"Durham","54.775706","-1.575752","1920","0.4","0.012","0.27","0.049","5","0.211948165"
"Durham","54.775706","-1.575752","1927","0.4","0.014","0.05","0.049","5","0.894885822"
"Durham","54.775706","-1.575752","1930","0.4","0.014","0.11","0.049","5","0.444732494"
"Durham","54.775706","-1.575752","1923","0.4","0.012","0.33","0.049","5","0.185471333"
"Durham","54.775706","-1.575752","1926","0.4","0.014","0.03","0.049","5","1.445073545"
"Durham","54.775706","-1.575752","1933","0.4","0.014","0.17","0.049","5","0.312334711"
"Durham","54.775706","-1.575752","1928","0.4","0.014","0.07","0.049","5","0.659091153"
"Durham","54.775706","-1.575752","1936","0.4","0.014","0.23","0.049","5","0.249014222"
"Durham","54.775706","-1.575752","1931","0.4","0.014","0.13","0.049","5","0.387020603"
"Durham","54.775706","-1.575752","1939","0.4","0.014","0.29","0.049","5","0.211895463"
"Durham","54.775706","-1.575752","1934","0.4","0.014","0.19","0.049","5","0.286784313"
"Durham","54.775706","-1.575752","1929","0.4","0.014","0.09","0.049","5","0.528094168"
"Durham","54.775706","-1.575752","1932","0.4","0.014","0.15","0.049","5","0.344698582"
"Durham","54.775706","-1.575752","1937","0.4","0.014","0.25","0.049","5","0.234661616"
"Durham","54.775706","-1.575752","1942","0.4","0.014","0.35","0.049","5","0.187503261"
"Durham","54.775706","-1.575752","1945","0.4","0.016","0.05","0.049","5","0.930253606"
"Durham","54.775706","-1.575752","1940","0.4","0.014","0.31","0.049","5","0.202715587"
"Durham","54.775706","-1.575752","1935","0.4","0.014","0.21","0.049","5","0.26610068"
"Durham","54.775706","-1.575752","1943","0.4","0.016","0.01","0.049","5","4.361847954"
"Durham","54.775706","-1.575752","1946","0.4","0.016","0.07","0.049","5","0.685139832"
"Durham","54.775706","-1.575752","1941","0.4","0.014","0.33","0.049","5","0.194648437"
"Durham","54.775706","-1.575752","1948","0.4","0.016","0.11","0.049","5","0.462309265"
"Durham","54.775706","-1.575752","1938","0.4","0.014","0.27","0.049","5","0.22243534"
"Durham","54.775706","-1.575752","1951","0.4","0.016","0.17","0.049","5","0.324678841"
"Durham","54.775706","-1.575752","1944","0.4","0.016","0.03","0.049","5","1.502185914"
"Durham","54.775706","-1.575752","1954","0.4","0.016","0.23","0.049","5","0.258855791"
"Durham","54.775706","-1.575752","1947","0.4","0.016","0.09","0.049","5","0.548965568"
"Durham","54.775706","-1.575752","1949","0.4","0.016","0.13","0.049","5","0.402316477"
"Durham","54.775706","-1.575752","1952","0.4","0.016","0.19","0.049","5","0.298118637"
"Durham","54.775706","-1.575752","1957","0.4","0.016","0.29","0.049","5","0.220270021"
"Durham","54.775706","-1.575752","1955","0.4","0.016","0.25","0.049","5","0.24393594"
"Durham","54.775706","-1.575752","1950","0.4","0.016","0.15","0.049","5","0.3583218"
"Durham","54.775706","-1.575752","1960","0.4","0.016","0.35","0.049","5","0.194913787"
"Durham","54.775706","-1.575752","1953","0.4","0.016","0.21","0.049","5","0.276617543"
"Durham","54.775706","-1.575752","1963","0.4","0.018","0.05","0.049","5","0.960294468"
"Durham","54.775706","-1.575752","1956","0.4","0.016","0.27","0.049","5","0.231226456"
"Durham","54.775706","-1.575752","1958","0.4","0.016","0.31","0.049","5","0.210727336"
"Durham","54.775706","-1.575752","1966","0.4","0.018","0.11","0.049","5","0.477238708"
"Durham","54.775706","-1.575752","1961","0.4","0.018","0.01","0.049","5","4.502705965"
"Durham","54.775706","-1.575752","1964","0.4","0.018","0.07","0.049","5","0.707265187"
"Durham","54.775706","-1.575752","1959","0.4","0.016","0.33","0.049","5","0.202341355"
"Durham","54.775706","-1.575752","1969","0.4","0.018","0.17","0.049","5","0.335163759"
"Durham","54.775706","-1.575752","1967","0.4","0.018","0.13","0.049","5","0.415308562"
"Durham","54.775706","-1.575752","1972","0.4","0.018","0.23","0.049","5","0.267215072"
"Durham","54.775706","-1.575752","1962","0.4","0.018","0.03","0.049","5","1.550696298"
"Durham","54.775706","-1.575752","1965","0.4","0.018","0.09","0.049","5","0.566693421"
"Durham","54.775706","-1.575752","1975","0.4","0.018","0.29","0.049","5","0.227383244"
"Durham","54.775706","-1.575752","1970","0.4","0.018","0.19","0.049","5","0.30774584"
"Durham","54.775706","-1.575752","1968","0.4","0.018","0.15","0.049","5","0.369893156"
"Durham","54.775706","-1.575752","1973","0.4","0.018","0.25","0.049","5","0.251813411"
"Durham","54.775706","-1.575752","1976","0.4","0.018","0.31","0.049","5","0.217532395"
"Durham","54.775706","-1.575752","1978","0.4","0.018","0.35","0.049","5","0.201208176"
"Durham","54.775706","-1.575752","1971","0.4","0.018","0.21","0.049","5","0.285550407"
"Durham","54.775706","-1.575752","1981","0.5","0","0.05","0.049","5","0.712972037"
"Durham","54.775706","-1.575752","1974","0.4","0.018","0.27","0.049","5","0.238693497"
"Durham","54.775706","-1.575752","1977","0.4","0.018","0.33","0.049","5","0.208875604"
"Durham","54.775706","-1.575752","1984","0.5","0","0.11","0.049","5","0.354326579"
"Durham","54.775706","-1.575752","1979","0.5","0","0.01","0.049","5","3.343040649"
"Durham","54.775706","-1.575752","1987","0.5","0","0.17","0.049","5","0.248842824"
"Durham","54.775706","-1.575752","1982","0.5","0","0.07","0.049","5","0.525110076"
"Durham","54.775706","-1.575752","1990","0.5","0","0.23","0.049","5","0.198394222"
"Durham","54.775706","-1.575752","1985","0.5","0","0.13","0.049","5","0.308346451"
"Durham","54.775706","-1.575752","1980","0.5","0","0.03","0.049","5","1.151316742"
"Durham","54.775706","-1.575752","1988","0.5","0","0.19","0.049","5","0.228486351"
"Durham","54.775706","-1.575752","1983","0.5","0","0.09","0.049","5","0.420742362"
"Durham","54.775706","-1.575752","1993","0.5","0","0.29","0.049","5","0.168821023"
"Durham","54.775706","-1.575752","1991","0.5","0","0.25","0.049","5","0.186959237"
"Durham","54.775706","-1.575752","1986","0.5","0","0.15","0.049","5","0.274627716"
"Durham","54.775706","-1.575752","1996","0.5","0","0.35","0.049","5","0.149387305"
"Durham","54.775706","-1.575752","1989","0.5","0","0.21","0.049","5","0.212007319"
"Durham","54.775706","-1.575752","1994","0.5","0","0.31","0.049","5","0.161507246"
"Durham","54.775706","-1.575752","1992","0.5","0","0.27","0.049","5","0.177218337"
"Durham","54.775706","-1.575752","1999","0.5","0.002","0.05","0.049","5","0.793533307"
"Durham","54.775706","-1.575752","1997","0.5","0.002","0.01","0.049","5","3.720782813"
"Durham","54.775706","-1.575752","2002","0.5","0.002","0.11","0.049","5","0.394363211"
"Durham","54.775706","-1.575752","1995","0.5","0","0.33","0.049","5","0.155079999"
"Durham","54.775706","-1.575752","2000","0.5","0.002","0.07","0.049","5","0.584444148"
"Durham","54.775706","-1.575752","2005","0.5","0.002","0.17","0.049","5","0.276960468"
"Durham","54.775706","-1.575752","1998","0.5","0.002","0.03","0.049","5","1.281408153"
"Durham","54.775706","-1.575752","2008","0.5","0.002","0.23","0.049","5","0.220811498"
"Durham","54.775706","-1.575752","2003","0.5","0.002","0.13","0.049","5","0.343187624"
"Durham","54.775706","-1.575752","2011","0.5","0.002","0.29","0.049","5","0.187896717"
"Durham","54.775706","-1.575752","2001","0.5","0.002","0.09","0.049","5","0.468283552"
"Durham","54.775706","-1.575752","2006","0.5","0.002","0.19","0.049","5","0.254303844"
"Durham","54.775706","-1.575752","2009","0.5","0.002","0.25","0.049","5","0.208084432"
"Durham","54.775706","-1.575752","2014","0.5","0.002","0.35","0.049","5","0.166267113"
"Durham","54.775706","-1.575752","2004","0.5","0.002","0.15","0.049","5","0.305658888"
"Durham","54.775706","-1.575752","2012","0.5","0.002","0.31","0.049","5","0.179756529"
"Durham","54.775706","-1.575752","2017","0.5","0.004","0.05","0.049","5","0.828717622"
"Durham","54.775706","-1.575752","2007","0.5","0.002","0.21","0.049","5","0.235962787"
"Durham","54.775706","-1.575752","2010","0.5","0.002","0.27","0.049","5","0.197242873"
"Durham","54.775706","-1.575752","2015","0.5","0.004","0.01","0.049","5","3.885757862"
"Durham","54.775706","-1.575752","2013","0.5","0.002","0.33","0.049","5","0.172603045"
"Durham","54.775706","-1.575752","2020","0.5","0.004","0.11","0.049","5","0.411848803"
"Durham","54.775706","-1.575752","2018","0.5","0.004","0.07","0.049","5","0.610357701"
"Durham","54.775706","-1.575752","2023","0.5","0.004","0.17","0.049","5","0.289240563"
"Durham","54.775706","-1.575752","2016","0.5","0.004","0.03","0.049","5","1.338224254"
"Durham","54.775706","-1.575752","2021","0.5","0.004","0.13","0.049","5","0.358404151"
"Durham","54.775706","-1.575752","2019","0.5","0.004","0.09","0.049","5","0.489046683"
"Durham","54.775706","-1.575752","2026","0.5","0.004","0.23","0.049","5","0.230602015"
"Durham","54.775706","-1.575752","2029","0.5","0.004","0.29","0.049","5","0.196227832"
"Durham","54.775706","-1.575752","2024","0.5","0.004","0.19","0.049","5","0.265579371"
"Durham","54.775706","-1.575752","2022","0.5","0.004","0.15","0.049","5","0.319211437"
"Durham","54.775706","-1.575752","2032","0.5","0.004","0.35","0.049","5","0.173639198"
"Durham","54.775706","-1.575752","2027","0.5","0.004","0.25","0.049","5","0.217310646"
"Durham","54.775706","-1.575752","2035","0.5","0.006","0.05","0.049","5","0.867166757"
"Durham","54.775706","-1.575752","2025","0.5","0.004","0.21","0.049","5","0.246425094"
"Durham","54.775706","-1.575752","2030","0.5","0.004","0.31","0.049","5","0.187726718"
"Durham","54.775706","-1.575752","2038","0.5","0.006","0.11","0.049","5","0.430956916"
"Durham","54.775706","-1.575752","2033","0.5","0.006","0.01","0.049","5","4.066041256"
"Durham","54.775706","-1.575752","2028","0.5","0.004","0.27","0.049","5","0.205988386"
"Durham","54.775706","-1.575752","2036","0.5","0.006","0.07","0.049","5","0.638675821"
"Durham","54.775706","-1.575752","2041","0.5","0.006","0.17","0.049","5","0.302660152"
"Durham","54.775706","-1.575752","2031","0.5","0.004","0.33","0.049","5","0.180256057"
"Durham","54.775706","-1.575752","2039","0.5","0.006","0.13","0.049","5","0.375032649"
"Durham","54.775706","-1.575752","2034","0.5","0.006","0.03","0.049","5","1.400312429"
"Durham","54.775706","-1.575752","2044","0.5","0.006","0.23","0.049","5","0.241301012"
"Durham","54.775706","-1.575752","2037","0.5","0.006","0.09","0.049","5","0.511736464"
"Durham","54.775706","-1.575752","2042","0.5","0.006","0.19","0.049","5","0.277901176"
"Durham","54.775706","-1.575752","2047","0.5","0.006","0.29","0.049","5","0.205332007"
"Durham","54.775706","-1.575752","2040","0.5","0.006","0.15","0.049","5","0.334021552"
"Durham","54.775706","-1.575752","2045","0.5","0.006","0.25","0.049","5","0.227392978"
"Durham","54.775706","-1.575752","2043","0.5","0.006","0.21","0.049","5","0.257858218"
"Durham","54.775706","-1.575752","2050","0.5","0.006","0.35","0.049","5","0.181695352"
"Durham","54.775706","-1.575752","2048","0.5","0.006","0.31","0.049","5","0.196436476"
"Durham","54.775706","-1.575752","2053","0.5","0.008","0.05","0.049","5","0.909357242"
"Durham","54.775706","-1.575752","2056","0.5","0.008","0.11","0.049","5","0.451924373"
"Durham","54.775706","-1.575752","2046","0.5","0.006","0.27","0.049","5","0.215545411"
"Durham","54.775706","-1.575752","2051","0.5","0.008","0.01","0.049","5","4.263867399"
"Durham","54.775706","-1.575752","2049","0.5","0.006","0.33","0.049","5","0.188619206"
"Durham","54.775706","-1.575752","2059","0.5","0.008","0.17","0.049","5","0.317385553"
"Durham","54.775706","-1.575752","2054","0.5","0.008","0.07","0.049","5","0.669749479"
"Durham","54.775706","-1.575752","2062","0.5","0.008","0.23","0.049","5","0.253041092"
"Durham","54.775706","-1.575752","2057","0.5","0.008","0.13","0.049","5","0.393279209"
"Durham","54.775706","-1.575752","2052","0.5","0.008","0.03","0.049","5","1.468442186"
"Durham","54.775706","-1.575752","2060","0.5","0.008","0.19","0.049","5","0.291421973"
"Durham","54.775706","-1.575752","2055","0.5","0.008","0.09","0.049","5","0.536634109"
"Durham","54.775706","-1.575752","2065","0.5","0.008","0.29","0.049","5","0.215322077"
"Durham","54.775706","-1.575752","2063","0.5","0.008","0.25","0.049","5","0.238456387"
"Durham","54.775706","-1.575752","2058","0.5","0.008","0.15","0.049","5","0.350272788"
"Durham","54.775706","-1.575752","2068","0.5","0.008","0.35","0.049","5","0.190535422"
"Durham","54.775706","-1.575752","2061","0.5","0.008","0.21","0.049","5","0.27040386"
"Durham","54.775706","-1.575752","2064","0.5","0.008","0.27","0.049","5","0.226032397"
"Durham","54.775706","-1.575752","2071","0.5","0.01","0.05","0.049","5","0.955855816"
"Durham","54.775706","-1.575752","2066","0.5","0.008","0.31","0.049","5","0.20599375"
"Durham","54.775706","-1.575752","2069","0.5","0.01","0.01","0.049","5","4.481893654"
"Durham","54.775706","-1.575752","2074","0.5","0.01","0.11","0.049","5","0.475032826"
"Durham","54.775706","-1.575752","2072","0.5","0.01","0.07","0.049","5","0.703996081"
"Durham","54.775706","-1.575752","2067","0.5","0.008","0.33","0.049","5","0.197796145"
"Durham","54.775706","-1.575752","2077","0.5","0.01","0.17","0.049","5","0.333614572"
"Durham","54.775706","-1.575752","2070","0.5","0.01","0.03","0.049","5","1.543528703"
"Durham","54.775706","-1.575752","2080","0.5","0.01","0.23","0.049","5","0.265979956"
"Durham","54.775706","-1.575752","2075","0.5","0.01","0.13","0.049","5","0.413388932"
"Durham","54.775706","-1.575752","2083","0.5","0.01","0.29","0.049","5","0.226332238"
"Durham","54.775706","-1.575752","2073","0.5","0.01","0.09","0.049","5","0.564074063"
"Durham","54.775706","-1.575752","2078","0.5","0.01","0.19","0.049","5","0.306323384"
"Durham","54.775706","-1.575752","2081","0.5","0.01","0.25","0.049","5","0.250649485"
"Durham","54.775706","-1.575752","2076","0.5","0.01","0.15","0.049","5","0.368183444"
"Durham","54.775706","-1.575752","2084","0.5","0.01","0.31","0.049","5","0.216526922"
"Durham","54.775706","-1.575752","2086","0.5","0.01","0.35","0.049","5","0.200278156"
"Durham","54.775706","-1.575752","2079","0.5","0.01","0.21","0.049","5","0.284230542"
"Durham","54.775706","-1.575752","2089","0.5","0.012","0.05","0.049","5","0.99864169"
"Durham","54.775706","-1.575752","2082","0.5","0.01","0.27","0.049","5","0.237590213"
"Durham","54.775706","-1.575752","2085","0.5","0.01","0.33","0.049","5","0.207910144"
"Durham","54.775706","-1.575752","2092","0.5","0.012","0.11","0.049","5","0.496296173"
"Durham","54.775706","-1.575752","2087","0.5","0.012","0.01","0.049","5","4.6825115"
"Durham","54.775706","-1.575752","2090","0.5","0.012","0.07","0.049","5","0.735508247"
"Durham","54.775706","-1.575752","2095","0.5","0.012","0.17","0.049","5","0.348547777"
"Durham","54.775706","-1.575752","2093","0.5","0.012","0.13","0.049","5","0.431892985"
"Durham","54.775706","-1.575752","2098","0.5","0.012","0.23","0.049","5","0.277885711"
"Durham","54.775706","-1.575752","2088","0.5","0.012","0.03","0.049","5","1.612619902"
"Durham","54.775706","-1.575752","2091","0.5","0.012","0.09","0.049","5","0.589323061"
"Durham","54.775706","-1.575752","2101","0.5","0.012","0.29","0.049","5","0.236463288"
"Durham","54.775706","-1.575752","2096","0.5","0.012","0.19","0.049","5","0.320034985"
"Durham","54.775706","-1.575752","2104","0.5","0.012","0.35","0.049","5","0.209242976"
"Durham","54.775706","-1.575752","2094","0.5","0.012","0.15","0.049","5","0.384664016"
"Durham","54.775706","-1.575752","2099","0.5","0.012","0.25","0.049","5","0.261869019"
"Durham","54.775706","-1.575752","2102","0.5","0.012","0.31","0.049","5","0.226219067"
"Durham","54.775706","-1.575752","2097","0.5","0.012","0.21","0.049","5","0.296953227"
"Durham","54.775706","-1.575752","2105","0.5","0.014","0.01","0.049","5","4.841582436"
"Durham","54.775706","-1.575752","2107","0.5","0.014","0.05","0.049","5","1.032566832"
"Durham","54.775706","-1.575752","2100","0.5","0.012","0.27","0.049","5","0.24822519"
"Durham","54.775706","-1.575752","2110","0.5","0.014","0.11","0.049","5","0.513155992"
"Durham","54.775706","-1.575752","2103","0.5","0.012","0.33","0.049","5","0.217216586"
"Durham","54.775706","-1.575752","2106","0.5","0.014","0.03","0.049","5","1.667402673"
"Durham","54.775706","-1.575752","2113","0.5","0.014","0.17","0.049","5","0.360388393"
"Durham","54.775706","-1.575752","2108","0.5","0.014","0.07","0.049","5","0.760494408"
"Durham","54.775706","-1.575752","2111","0.5","0.014","0.13","0.049","5","0.446564945"
"Durham","54.775706","-1.575752","2116","0.5","0.014","0.23","0.049","5","0.287325846"
"Durham","54.775706","-1.575752","2114","0.5","0.014","0.19","0.049","5","0.330906985"
"Durham","54.775706","-1.575752","2109","0.5","0.014","0.09","0.049","5","0.609343123"
"Durham","54.775706","-1.575752","2119","0.5","0.014","0.29","0.049","5","0.244496249"
"Durham","54.775706","-1.575752","2122","0.5","0.014","0.35","0.049","5","0.216351229"
