"Location","Latitude","Longitude","Panel Type","Burn-in","Long-Term Degredation","Initial PCE","Module Cost","Panel Lifetime","LCOE"
"Durham","54.775706","-1.575752","1283","0.1","0.002","0.13","0.245","5","0.272583665"
"Durham","54.775706","-1.575752","1273","0.1","0","0.29","0.245","5","0.174392695"
"Durham","54.775706","-1.575752","1281","0.1","0.002","0.09","0.245","5","0.344362077"
"Durham","54.775706","-1.575752","1276","0.1","0","0.35","0.245","5","0.162596571"
"Durham","54.775706","-1.575752","1286","0.1","0.002","0.19","0.245","5","0.221583311"
"Durham","54.775706","-1.575752","1289","0.1","0.002","0.25","0.245","5","0.195063216"
"Durham","54.775706","-1.575752","1279","0.1","0.002","0.05","0.245","5","0.530986144"
"Durham","54.775706","-1.575752","1284","0.1","0.002","0.15","0.245","5","0.251050166"
"Durham","54.775706","-1.575752","1282","0.1","0.002","0.11","0.245","5","0.30194755"
"Durham","54.775706","-1.575752","1287","0.1","0.002","0.21","0.245","5","0.211059452"
"Durham","54.775706","-1.575752","1292","0.1","0.002","0.31","0.245","5","0.178809035"
"Durham","54.775706","-1.575752","1290","0.1","0.002","0.27","0.245","5","0.188842471"
"Durham","54.775706","-1.575752","1285","0.1","0.002","0.17","0.245","5","0.234583387"
"Durham","54.775706","-1.575752","1295","0.1","0.004","0.01","0.245","5","2.312376722"
"Durham","54.775706","-1.575752","1288","0.1","0.002","0.23","0.245","5","0.20236584"
"Durham","54.775706","-1.575752","1293","0.1","0.002","0.33","0.245","5","0.174704458"
"Durham","54.775706","-1.575752","1298","0.1","0.004","0.07","0.245","5","0.429935978"
"Durham","54.775706","-1.575752","1291","0.1","0.002","0.29","0.245","5","0.183479768"
"Durham","54.775706","-1.575752","1296","0.1","0.004","0.03","0.245","5","0.848256058"
"Durham","54.775706","-1.575752","1301","0.1","0.004","0.13","0.245","5","0.285133022"
"Durham","54.775706","-1.575752","1304","0.1","0.004","0.19","0.245","5","0.231784686"
"Durham","54.775706","-1.575752","1294","0.1","0.002","0.35","0.245","5","0.171068984"
"Durham","54.775706","-1.575752","1299","0.1","0.004","0.09","0.245","5","0.360216008"
"Durham","54.775706","-1.575752","1297","0.1","0.004","0.05","0.245","5","0.555431977"
"Durham","54.775706","-1.575752","1302","0.1","0.004","0.15","0.245","5","0.262608152"
"Durham","54.775706","-1.575752","1307","0.1","0.004","0.25","0.245","5","0.204043643"
"Durham","54.775706","-1.575752","1310","0.1","0.004","0.31","0.245","5","0.187041144"
"Durham","54.775706","-1.575752","1305","0.1","0.004","0.21","0.245","5","0.220776323"
"Durham","54.775706","-1.575752","1300","0.1","0.004","0.11","0.245","5","0.315848777"
"Durham","54.775706","-1.575752","1313","0.1","0.006","0.01","0.245","5","2.423972922"
"Durham","54.775706","-1.575752","1303","0.1","0.004","0.17","0.245","5","0.245383266"
"Durham","54.775706","-1.575752","1308","0.1","0.004","0.27","0.245","5","0.197536504"
"Durham","54.775706","-1.575752","1306","0.1","0.004","0.23","0.245","5","0.21168247"
"Durham","54.775706","-1.575752","1311","0.1","0.004","0.33","0.245","5","0.182747599"
"Durham","54.775706","-1.575752","1316","0.1","0.006","0.07","0.245","5","0.450684856"
"Durham","54.775706","-1.575752","1319","0.1","0.006","0.13","0.245","5","0.298893652"
"Durham","54.775706","-1.575752","1314","0.1","0.006","0.03","0.245","5","0.889193225"
"Durham","54.775706","-1.575752","1309","0.1","0.004","0.29","0.245","5","0.19192691"
"Durham","54.775706","-1.575752","1312","0.1","0.004","0.35","0.245","5","0.178944752"
"Durham","54.775706","-1.575752","1315","0.1","0.006","0.05","0.245","5","0.58223734"
"Durham","54.775706","-1.575752","1325","0.1","0.006","0.25","0.245","5","0.213890869"
"Durham","54.775706","-1.575752","1317","0.1","0.006","0.09","0.245","5","0.377600172"
"Durham","54.775706","-1.575752","1320","0.1","0.006","0.15","0.245","5","0.275281723"
"Durham","54.775706","-1.575752","1322","0.1","0.006","0.19","0.245","5","0.242970705"
"Durham","54.775706","-1.575752","1328","0.1","0.006","0.31","0.245","5","0.196067822"
"Durham","54.775706","-1.575752","1318","0.1","0.006","0.11","0.245","5","0.331091762"
"Durham","54.775706","-1.575752","1321","0.1","0.006","0.17","0.245","5","0.257225558"
"Durham","54.775706","-1.575752","1331","0.1","0.008","0.01","0.245","5","2.546886662"
"Durham","54.775706","-1.575752","1326","0.1","0.006","0.27","0.245","5","0.207069693"
"Durham","54.775706","-1.575752","1323","0.1","0.006","0.21","0.245","5","0.231431075"
"Durham","54.775706","-1.575752","1334","0.1","0.008","0.07","0.245","5","0.473537983"
"Durham","54.775706","-1.575752","1329","0.1","0.006","0.33","0.245","5","0.191567069"
"Durham","54.775706","-1.575752","1327","0.1","0.006","0.29","0.245","5","0.201189378"
"Durham","54.775706","-1.575752","1324","0.1","0.006","0.23","0.245","5","0.221898348"
"Durham","54.775706","-1.575752","1332","0.1","0.008","0.03","0.245","5","0.93428204"
"Durham","54.775706","-1.575752","1335","0.1","0.008","0.09","0.245","5","0.396747354"
"Durham","54.775706","-1.575752","1337","0.1","0.008","0.13","0.245","5","0.314049819"
"Durham","54.775706","-1.575752","1330","0.1","0.006","0.35","0.245","5","0.187580695"
"Durham","54.775706","-1.575752","1340","0.1","0.008","0.19","0.245","5","0.255291155"
"Durham","54.775706","-1.575752","1333","0.1","0.008","0.05","0.245","5","0.611761172"
"Durham","54.775706","-1.575752","1336","0.1","0.008","0.11","0.245","5","0.347880616"
"Durham","54.775706","-1.575752","1343","0.1","0.008","0.25","0.245","5","0.224736752"
"Durham","54.775706","-1.575752","1338","0.1","0.008","0.15","0.245","5","0.289240586"
"Durham","54.775706","-1.575752","1341","0.1","0.008","0.21","0.245","5","0.243166379"
"Durham","54.775706","-1.575752","1346","0.1","0.008","0.31","0.245","5","0.206009942"
"Durham","54.775706","-1.575752","1349","0.1","0.01","0.01","0.245","5","2.682931562"
"Durham","54.775706","-1.575752","1344","0.1","0.008","0.27","0.245","5","0.217569691"
"Durham","54.775706","-1.575752","1339","0.1","0.008","0.17","0.245","5","0.270268837"
"Durham","54.775706","-1.575752","1352","0.1","0.01","0.07","0.245","5","0.498832563"
"Durham","54.775706","-1.575752","1347","0.1","0.008","0.33","0.245","5","0.201280966"
"Durham","54.775706","-1.575752","1342","0.1","0.008","0.23","0.245","5","0.233150271"
"Durham","54.775706","-1.575752","1355","0.1","0.01","0.13","0.245","5","0.330825153"
"Durham","54.775706","-1.575752","1350","0.1","0.01","0.03","0.245","5","0.984187797"
"Durham","54.775706","-1.575752","1345","0.1","0.008","0.29","0.245","5","0.211391199"
"Durham","54.775706","-1.575752","1353","0.1","0.01","0.09","0.245","5","0.417940073"
"Durham","54.775706","-1.575752","1356","0.1","0.01","0.15","0.245","5","0.304690707"
"Durham","54.775706","-1.575752","1348","0.1","0.008","0.35","0.245","5","0.197092453"
"Durham","54.775706","-1.575752","1351","0.1","0.01","0.05","0.245","5","0.644439103"
"Durham","54.775706","-1.575752","1358","0.1","0.01","0.19","0.245","5","0.268927828"
"Durham","54.775706","-1.575752","1361","0.1","0.01","0.25","0.245","5","0.236741326"
"Durham","54.775706","-1.575752","1354","0.1","0.01","0.11","0.245","5","0.366463062"
"Durham","54.775706","-1.575752","1364","0.1","0.01","0.31","0.245","5","0.217014201"
"Durham","54.775706","-1.575752","1357","0.1","0.01","0.17","0.245","5","0.28470556"
"Durham","54.775706","-1.575752","1359","0.1","0.01","0.21","0.245","5","0.256155392"
"Durham","54.775706","-1.575752","1362","0.1","0.01","0.27","0.245","5","0.229191428"
"Durham","54.775706","-1.575752","1367","0.1","0.012","0.01","0.245","5","2.834330614"
"Durham","54.775706","-1.575752","1370","0.1","0.012","0.07","0.245","5","0.526981911"
"Durham","54.775706","-1.575752","1365","0.1","0.01","0.33","0.245","5","0.212032622"
"Durham","54.775706","-1.575752","1373","0.1","0.012","0.13","0.245","5","0.349493768"
"Durham","54.775706","-1.575752","1360","0.1","0.01","0.23","0.245","5","0.245604263"
"Durham","54.775706","-1.575752","1363","0.1","0.01","0.29","0.245","5","0.222682905"
"Durham","54.775706","-1.575752","1368","0.1","0.012","0.03","0.245","5","1.039725963"
"Durham","54.775706","-1.575752","1376","0.1","0.012","0.19","0.245","5","0.284103548"
"Durham","54.775706","-1.575752","1371","0.1","0.012","0.09","0.245","5","0.441524622"
"Durham","54.775706","-1.575752","1366","0.1","0.01","0.35","0.245","5","0.207620375"
"Durham","54.775706","-1.575752","1374","0.1","0.012","0.15","0.245","5","0.321884543"
"Durham","54.775706","-1.575752","1369","0.1","0.012","0.05","0.245","5","0.680805095"
"Durham","54.775706","-1.575752","1377","0.1","0.012","0.21","0.245","5","0.270610358"
"Durham","54.775706","-1.575752","1372","0.1","0.012","0.11","0.245","5","0.387142739"
"Durham","54.775706","-1.575752","1379","0.1","0.012","0.25","0.245","5","0.250100747"
"Durham","54.775706","-1.575752","1375","0.1","0.012","0.17","0.245","5","0.300771624"
"Durham","54.775706","-1.575752","1382","0.1","0.012","0.31","0.245","5","0.229260412"
"Durham","54.775706","-1.575752","1378","0.1","0.012","0.23","0.245","5","0.259463823"
"Durham","54.775706","-1.575752","1380","0.1","0.012","0.27","0.245","5","0.242124804"
"Durham","54.775706","-1.575752","1385","0.1","0.014","0.01","0.245","5","3.003838595"
"Durham","54.775706","-1.575752","1388","0.1","0.014","0.07","0.245","5","0.558498221"
"Durham","54.775706","-1.575752","1383","0.1","0.012","0.33","0.245","5","0.22399772"
"Durham","54.775706","-1.575752","1391","0.1","0.014","0.13","0.245","5","0.370395346"
"Durham","54.775706","-1.575752","1386","0.1","0.014","0.03","0.245","5","1.101907082"
"Durham","54.775706","-1.575752","1381","0.1","0.012","0.29","0.245","5","0.235249003"
"Durham","54.775706","-1.575752","1394","0.1","0.014","0.19","0.245","5","0.301094445"
"Durham","54.775706","-1.575752","1389","0.1","0.014","0.09","0.245","5","0.467930133"
"Durham","54.775706","-1.575752","1384","0.1","0.012","0.35","0.245","5","0.219336487"
"Durham","54.775706","-1.575752","1397","0.1","0.014","0.25","0.245","5","0.265058096"
"Durham","54.775706","-1.575752","1392","0.1","0.014","0.15","0.245","5","0.341134943"
"Durham","54.775706","-1.575752","1387","0.1","0.014","0.05","0.245","5","0.721520846"
"Durham","54.775706","-1.575752","1395","0.1","0.014","0.21","0.245","5","0.28679429"
"Durham","54.775706","-1.575752","1390","0.1","0.014","0.11","0.245","5","0.410295925"
"Durham","54.775706","-1.575752","1398","0.1","0.014","0.27","0.245","5","0.25660515"
"Durham","54.775706","-1.575752","1400","0.1","0.014","0.31","0.245","5","0.242971398"
"Durham","54.775706","-1.575752","1393","0.1","0.014","0.17","0.245","5","0.318759361"
"Durham","54.775706","-1.575752","1396","0.1","0.014","0.23","0.245","5","0.274981134"
"Durham","54.775706","-1.575752","1103","0","0.002","0.11","0.245","5","0.272872134"
"Durham","54.775706","-1.575752","1399","0.1","0.014","0.29","0.245","5","0.249318139"
"Durham","54.775706","-1.575752","1101","0","0.002","0.07","0.245","5","0.371435815"
"Durham","54.775706","-1.575752","1106","0","0.002","0.17","0.245","5","0.211994664"
"Durham","54.775706","-1.575752","1109","0","0.002","0.23","0.245","5","0.182879439"
"Durham","54.775706","-1.575752","1104","0","0.002","0.13","0.245","5","0.246335784"
"Durham","54.775706","-1.575752","1102","0","0.002","0.09","0.245","5","0.311202442"
"Durham","54.775706","-1.575752","1112","0","0.002","0.29","0.245","5","0.165811963"
"Durham","54.775706","-1.575752","1107","0","0.002","0.19","0.245","5","0.200246404"
"Durham","54.775706","-1.575752","1115","0","0.002","0.35","0.245","5","0.154596249"
"Durham","54.775706","-1.575752","1105","0","0.002","0.15","0.245","5","0.226875809"
"Durham","54.775706","-1.575752","1110","0","0.002","0.25","0.245","5","0.176280006"
"Durham","54.775706","-1.575752","1118","0","0.004","0.05","0.245","5","0.50205373"
"Durham","54.775706","-1.575752","1113","0","0.002","0.31","0.245","5","0.161590988"
"Durham","54.775706","-1.575752","1108","0","0.002","0.21","0.245","5","0.190735918"
"Durham","54.775706","-1.575752","1121","0","0.004","0.11","0.245","5","0.285495008"
"Durham","54.775706","-1.575752","1116","0","0.004","0.01","0.245","5","2.090152183"
"Durham","54.775706","-1.575752","1111","0","0.002","0.27","0.245","5","0.170658275"
"Durham","54.775706","-1.575752","1119","0","0.004","0.07","0.245","5","0.388618176"
"Durham","54.775706","-1.575752","1114","0","0.002","0.33","0.245","5","0.157881654"
"Durham","54.775706","-1.575752","1124","0","0.004","0.17","0.245","5","0.221801389"
"Durham","54.775706","-1.575752","1122","0","0.004","0.13","0.245","5","0.257731105"
"Durham","54.775706","-1.575752","1117","0","0.004","0.03","0.245","5","0.766736767"
"Durham","54.775706","-1.575752","1120","0","0.004","0.09","0.245","5","0.325598449"
"Durham","54.775706","-1.575752","1127","0","0.004","0.23","0.245","5","0.191339314"
"Durham","54.775706","-1.575752","1125","0","0.004","0.19","0.245","5","0.209509663"
"Durham","54.775706","-1.575752","1130","0","0.004","0.29","0.245","5","0.173482308"
"Durham","54.775706","-1.575752","1123","0","0.004","0.15","0.245","5","0.237370925"
"Durham","54.775706","-1.575752","1128","0","0.004","0.25","0.245","5","0.184434596"
"Durham","54.775706","-1.575752","1133","0","0.004","0.35","0.245","5","0.161747764"
"Durham","54.775706","-1.575752","1126","0","0.004","0.21","0.245","5","0.199559228"
"Durham","54.775706","-1.575752","1136","0","0.006","0.05","0.245","5","0.52640485"
"Durham","54.775706","-1.575752","1131","0","0.004","0.31","0.245","5","0.169066074"
"Durham","54.775706","-1.575752","1139","0","0.006","0.11","0.245","5","0.299342377"
"Durham","54.775706","-1.575752","1129","0","0.004","0.27","0.245","5","0.178552807"
"Durham","54.775706","-1.575752","1134","0","0.006","0.01","0.245","5","2.191530868"
"Durham","54.775706","-1.575752","1142","0","0.006","0.17","0.245","5","0.232559426"
"Durham","54.775706","-1.575752","1137","0","0.006","0.07","0.245","5","0.40746733"
"Durham","54.775706","-1.575752","1132","0","0.004","0.33","0.245","5","0.165185148"
"Durham","54.775706","-1.575752","1140","0","0.006","0.13","0.245","5","0.270231841"
"Durham","54.775706","-1.575752","1145","0","0.006","0.23","0.245","5","0.200619848"
"Durham","54.775706","-1.575752","1135","0","0.006","0.03","0.245","5","0.803925813"
"Durham","54.775706","-1.575752","1143","0","0.006","0.19","0.245","5","0.219671513"
"Durham","54.775706","-1.575752","1138","0","0.006","0.09","0.245","5","0.341390956"
"Durham","54.775706","-1.575752","1148","0","0.006","0.29","0.245","5","0.181896723"
"Durham","54.775706","-1.575752","1141","0","0.006","0.15","0.245","5","0.248884131"
"Durham","54.775706","-1.575752","1151","0","0.006","0.35","0.245","5","0.169593018"
"Durham","54.775706","-1.575752","1146","0","0.006","0.25","0.245","5","0.19338023"
"Durham","54.775706","-1.575752","1144","0","0.006","0.21","0.245","5","0.209238453"
"Durham","54.775706","-1.575752","1154","0","0.008","0.05","0.245","5","0.55323859"
"Durham","54.775706","-1.575752","1149","0","0.006","0.31","0.245","5","0.177266289"
"Durham","54.775706","-1.575752","1147","0","0.006","0.27","0.245","5","0.187213157"
"Durham","54.775706","-1.575752","1157","0","0.008","0.11","0.245","5","0.314601499"
"Durham","54.775706","-1.575752","1152","0","0.008","0.01","0.245","5","2.303245208"
"Durham","54.775706","-1.575752","1160","0","0.008","0.17","0.245","5","0.244414254"
"Durham","54.775706","-1.575752","1155","0","0.008","0.07","0.245","5","0.428238173"
"Durham","54.775706","-1.575752","1163","0","0.008","0.23","0.245","5","0.210846542"
"Durham","54.775706","-1.575752","1150","0","0.006","0.33","0.245","5","0.173197126"
"Durham","54.775706","-1.575752","1153","0","0.008","0.03","0.245","5","0.844906317"
"Durham","54.775706","-1.575752","1158","0","0.008","0.13","0.245","5","0.284007039"
"Durham","54.775706","-1.575752","1166","0","0.008","0.29","0.245","5","0.191168996"
"Durham","54.775706","-1.575752","1156","0","0.008","0.09","0.245","5","0.358793524"
"Durham","54.775706","-1.575752","1161","0","0.008","0.19","0.245","5","0.230869374"
"Durham","54.775706","-1.575752","1164","0","0.008","0.25","0.245","5","0.20323788"
"Durham","54.775706","-1.575752","1159","0","0.008","0.15","0.245","5","0.261571119"
"Durham","54.775706","-1.575752","1169","0","0.008","0.35","0.245","5","0.178238104"
"Durham","54.775706","-1.575752","1167","0","0.008","0.31","0.245","5","0.186302523"
"Durham","54.775706","-1.575752","1162","0","0.008","0.21","0.245","5","0.219904484"
"Durham","54.775706","-1.575752","1172","0","0.01","0.07","0.245","5","0.451240367"
"Durham","54.775706","-1.575752","1165","0","0.008","0.27","0.245","5","0.196756438"
"Durham","54.775706","-1.575752","1175","0","0.01","0.13","0.245","5","0.299262067"
"Durham","54.775706","-1.575752","1170","0","0.01","0.03","0.245","5","0.89028924"
"Durham","54.775706","-1.575752","1168","0","0.008","0.33","0.245","5","0.182025933"
"Durham","54.775706","-1.575752","1173","0","0.01","0.09","0.245","5","0.3780656"
"Durham","54.775706","-1.575752","1178","0","0.01","0.19","0.245","5","0.243270189"
"Durham","54.775706","-1.575752","1176","0","0.01","0.15","0.245","5","0.275621034"
"Durham","54.775706","-1.575752","1181","0","0.01","0.25","0.245","5","0.21415451"
"Durham","54.775706","-1.575752","1171","0","0.01","0.05","0.245","5","0.582955002"
"Durham","54.775706","-1.575752","1184","0","0.01","0.31","0.245","5","0.196309494"
"Durham","54.775706","-1.575752","1174","0","0.01","0.11","0.245","5","0.331499864"
"Durham","54.775706","-1.575752","1179","0","0.01","0.21","0.245","5","0.231716335"
"Durham","54.775706","-1.575752","1177","0","0.01","0.17","0.245","5","0.257542613"
"Durham","54.775706","-1.575752","1182","0","0.01","0.27","0.245","5","0.207324926"
"Durham","54.775706","-1.575752","1187","0","0.012","0.01","0.245","5","2.564720978"
"Durham","54.775706","-1.575752","1185","0","0.01","0.33","0.245","5","0.191803193"
"Durham","54.775706","-1.575752","1180","0","0.01","0.23","0.245","5","0.222171859"
"Durham","54.775706","-1.575752","1188","0","0.012","0.03","0.245","5","0.940824255"
"Durham","54.775706","-1.575752","1183","0","0.01","0.29","0.245","5","0.201437363"
"Durham","54.775706","-1.575752","1190","0","0.012","0.07","0.245","5","0.476853885"
"Durham","54.775706","-1.575752","1186","0","0.01","0.35","0.245","5","0.187811906"
"Durham","54.775706","-1.575752","1193","0","0.012","0.13","0.245","5","0.316248921"
"Durham","54.775706","-1.575752","1189","0","0.012","0.05","0.245","5","0.616044967"
"Durham","54.775706","-1.575752","1191","0","0.012","0.09","0.245","5","0.399525537"
"Durham","54.775706","-1.575752","1196","0","0.012","0.19","0.245","5","0.257078806"
"Durham","54.775706","-1.575752","1194","0","0.012","0.15","0.245","5","0.291265964"
"Durham","54.775706","-1.575752","1199","0","0.012","0.25","0.245","5","0.226310448"
"Durham","54.775706","-1.575752","1402","0.1","0.014","0.35","0.245","5","0.232453971"
"Durham","54.775706","-1.575752","1192","0","0.012","0.11","0.245","5","0.350316614"
"Durham","54.775706","-1.575752","1197","0","0.012","0.21","0.245","5","0.244869126"
"Durham","54.775706","-1.575752","1405","0.1","0.016","0.05","0.245","5","0.767416411"
"Durham","54.775706","-1.575752","1195","0","0.012","0.17","0.245","5","0.272161367"
"Durham","54.775706","-1.575752","1200","0","0.012","0.27","0.245","5","0.2190932"
"Durham","54.775706","-1.575752","1408","0.1","0.016","0.11","0.245","5","0.436394636"
"Durham","54.775706","-1.575752","1403","0.1","0.016","0.01","0.245","5","3.194911206"
"Durham","54.775706","-1.575752","1198","0","0.012","0.23","0.245","5","0.234782882"
"Durham","54.775706","-1.575752","1406","0.1","0.016","0.07","0.245","5","0.594024002"
"Durham","54.775706","-1.575752","1401","0.1","0.014","0.33","0.245","5","0.23739397"
"Durham","54.775706","-1.575752","1409","0.1","0.016","0.13","0.245","5","0.393956001"
"Durham","54.775706","-1.575752","1411","0.1","0.016","0.17","0.245","5","0.339035478"
"Durham","54.775706","-1.575752","1404","0.1","0.016","0.03","0.245","5","1.171998818"
"Durham","54.775706","-1.575752","1407","0.1","0.016","0.09","0.245","5","0.497694925"
"Durham","54.775706","-1.575752","1414","0.1","0.016","0.23","0.245","5","0.292472541"
"Durham","54.775706","-1.575752","1410","0.1","0.016","0.15","0.245","5","0.362834359"
"Durham","54.775706","-1.575752","1412","0.1","0.016","0.19","0.245","5","0.320246906"
"Durham","54.775706","-1.575752","1417","0.1","0.016","0.29","0.245","5","0.265177136"
"Durham","54.775706","-1.575752","1415","0.1","0.016","0.25","0.245","5","0.281918304"
"Durham","54.775706","-1.575752","1420","0.1","0.016","0.35","0.245","5","0.247240247"
"Durham","54.775706","-1.575752","1413","0.1","0.016","0.21","0.245","5","0.305037126"
"Durham","54.775706","-1.575752","1418","0.1","0.016","0.31","0.245","5","0.258426683"
"Durham","54.775706","-1.575752","1423","0.1","0.018","0.05","0.245","5","0.819532533"
"Durham","54.775706","-1.575752","1426","0.1","0.018","0.11","0.245","5","0.466030692"
"Durham","54.775706","-1.575752","1416","0.1","0.016","0.27","0.245","5","0.27292767"
"Durham","54.775706","-1.575752","1429","0.1","0.018","0.17","0.245","5","0.362059763"
"Durham","54.775706","-1.575752","1421","0.1","0.018","0.01","0.245","5","3.411881262"
"Durham","54.775706","-1.575752","1419","0.1","0.016","0.33","0.245","5","0.252494477"
"Durham","54.775706","-1.575752","1424","0.1","0.018","0.07","0.245","5","0.634364848"
"Durham","54.775706","-1.575752","1427","0.1","0.018","0.13","0.245","5","0.420710001"
"Durham","54.775706","-1.575752","1432","0.1","0.018","0.23","0.245","5","0.312334684"
"Durham","54.775706","-1.575752","1422","0.1","0.018","0.03","0.245","5","1.251590592"
"Durham","54.775706","-1.575752","1430","0.1","0.018","0.19","0.245","5","0.341995237"
"Durham","54.775706","-1.575752","1435","0.1","0.018","0.29","0.245","5","0.283185617"
"Durham","54.775706","-1.575752","1425","0.1","0.018","0.09","0.245","5","0.531493954"
"Durham","54.775706","-1.575752","1428","0.1","0.018","0.15","0.245","5","0.387474854"
"Durham","54.775706","-1.575752","1438","0.1","0.018","0.35","0.245","5","0.264030614"
"Durham","54.775706","-1.575752","1433","0.1","0.018","0.25","0.245","5","0.301063696"
"Durham","54.775706","-1.575752","1431","0.1","0.018","0.21","0.245","5","0.325752544"
"Durham","54.775706","-1.575752","1441","0.2","0","0.05","0.245","5","0.559677732"
"Durham","54.775706","-1.575752","1436","0.1","0.018","0.31","0.245","5","0.275976733"
"Durham","54.775706","-1.575752","1434","0.1","0.018","0.27","0.245","5","0.291462499"
"Durham","54.775706","-1.575752","1444","0.2","0","0.11","0.245","5","0.318263144"
"Durham","54.775706","-1.575752","1439","0.2","0","0.01","0.245","5","2.330052667"
"Durham","54.775706","-1.575752","1447","0.2","0","0.17","0.245","5","0.24725899"
"Durham","54.775706","-1.575752","1437","0.1","0.018","0.33","0.245","5","0.269641664"
"Durham","54.775706","-1.575752","1442","0.2","0","0.07","0.245","5","0.433222434"
"Durham","54.775706","-1.575752","1450","0.2","0","0.23","0.245","5","0.213300583"
"Durham","54.775706","-1.575752","1440","0.2","0","0.03","0.245","5","0.854740178"
"Durham","54.775706","-1.575752","1445","0.2","0","0.13","0.245","5","0.287312596"
"Durham","54.775706","-1.575752","1453","0.2","0","0.29","0.245","5","0.193394011"
"Durham","54.775706","-1.575752","1443","0.2","0","0.09","0.245","5","0.36296952"
"Durham","54.775706","-1.575752","1448","0.2","0","0.19","0.245","5","0.233556462"
"Durham","54.775706","-1.575752","1451","0.2","0","0.25","0.245","5","0.205603365"
"Durham","54.775706","-1.575752","1456","0.2","0","0.35","0.245","5","0.180312616"
"Durham","54.775706","-1.575752","1446","0.2","0","0.15","0.245","5","0.264615544"
"Durham","54.775706","-1.575752","1454","0.2","0","0.31","0.245","5","0.188470897"
"Durham","54.775706","-1.575752","1459","0.2","0.002","0.05","0.245","5","0.594312029"
"Durham","54.775706","-1.575752","1449","0.2","0","0.21","0.245","5","0.222463951"
"Durham","54.775706","-1.575752","1452","0.2","0","0.27","0.245","5","0.199046485"
"Durham","54.775706","-1.575752","1457","0.2","0.002","0.01","0.245","5","2.474242318"
"Durham","54.775706","-1.575752","1462","0.2","0.002","0.11","0.245","5","0.337958086"
"Durham","54.775706","-1.575752","1460","0.2","0.002","0.07","0.245","5","0.460031353"
"Durham","54.775706","-1.575752","1455","0.2","0","0.33","0.245","5","0.184144532"
"Durham","54.775706","-1.575752","1465","0.2","0.002","0.17","0.245","5","0.262560012"
"Durham","54.775706","-1.575752","1463","0.2","0.002","0.13","0.245","5","0.305092238"
"Durham","54.775706","-1.575752","1468","0.2","0.002","0.23","0.245","5","0.226500172"
"Durham","54.775706","-1.575752","1458","0.2","0.002","0.03","0.245","5","0.907633698"
"Durham","54.775706","-1.575752","1466","0.2","0.002","0.19","0.245","5","0.248009536"
"Durham","54.775706","-1.575752","1471","0.2","0.002","0.29","0.245","5","0.20536173"
"Durham","54.775706","-1.575752","1461","0.2","0.002","0.09","0.245","5","0.385431008"
"Durham","54.775706","-1.575752","1474","0.2","0.002","0.35","0.245","5","0.191470824"
"Durham","54.775706","-1.575752","1469","0.2","0.002","0.25","0.245","5","0.21832663"
"Durham","54.775706","-1.575752","1464","0.2","0.002","0.15","0.245","5","0.280990634"
"Durham","54.775706","-1.575752","1472","0.2","0.002","0.31","0.245","5","0.200133961"
"Durham","54.775706","-1.575752","1477","0.2","0.004","0.05","0.245","5","0.621510883"
"Durham","54.775706","-1.575752","1467","0.2","0.002","0.21","0.245","5","0.236230592"
"Durham","54.775706","-1.575752","1475","0.2","0.004","0.01","0.245","5","2.587476699"
"Durham","54.775706","-1.575752","1480","0.2","0.004","0.11","0.245","5","0.353424831"
"Durham","54.775706","-1.575752","1470","0.2","0.002","0.27","0.245","5","0.211363993"
"Durham","54.775706","-1.575752","1473","0.2","0.002","0.33","0.245","5","0.195539869"
"Durham","54.775706","-1.575752","1478","0.2","0.004","0.07","0.245","5","0.481084814"
"Durham","54.775706","-1.575752","1483","0.2","0.004","0.17","0.245","5","0.274576144"
"Durham","54.775706","-1.575752","1476","0.2","0.004","0.03","0.245","5","0.949171804"
"Durham","54.775706","-1.575752","1481","0.2","0.004","0.13","0.245","5","0.319054868"
"Durham","54.775706","-1.575752","1486","0.2","0.004","0.23","0.245","5","0.236866015"
"Durham","54.775706","-1.575752","1479","0.2","0.004","0.09","0.245","5","0.403070364"
"Durham","54.775706","-1.575752","1484","0.2","0.004","0.19","0.245","5","0.259359761"
"Durham","54.775706","-1.575752","1489","0.2","0.004","0.29","0.245","5","0.214760166"
"Durham","54.775706","-1.575752","1482","0.2","0.004","0.15","0.245","5","0.293850248"
"Durham","54.775706","-1.575752","1487","0.2","0.004","0.25","0.245","5","0.228318408"
"Durham","54.775706","-1.575752","1485","0.2","0.004","0.21","0.245","5","0.24704175"
"Durham","54.775706","-1.575752","1492","0.2","0.004","0.35","0.245","5","0.200233539"
"Durham","54.775706","-1.575752","1490","0.2","0.004","0.31","0.245","5","0.209293147"
"Durham","54.775706","-1.575752","1495","0.2","0.006","0.05","0.245","5","0.65131866"
"Durham","54.775706","-1.575752","1488","0.2","0.004","0.27","0.245","5","0.221037125"
"Durham","54.775706","-1.575752","1498","0.2","0.006","0.11","0.245","5","0.370375151"
"Durham","54.775706","-1.575752","1493","0.2","0.006","0.01","0.245","5","2.711572565"
"Durham","54.775706","-1.575752","1491","0.2","0.004","0.33","0.245","5","0.204488805"
"Durham","54.775706","-1.575752","1496","0.2","0.006","0.07","0.245","5","0.504157732"
"Durham","54.775706","-1.575752","1501","0.2","0.006","0.17","0.245","5","0.287744867"
"Durham","54.775706","-1.575752","1499","0.2","0.006","0.13","0.245","5","0.334356799"
"Durham","54.775706","-1.575752","1504","0.2","0.006","0.23","0.245","5","0.248226153"
